Image Set    Image Name    ET (seconds)   Inertial Long (deg.)   Prom. Long (deg)   Fit Radius (km) 
FMOVIE029a     N1538168640       212747594.          265.8           81.5       139235.0
FMOVIE029a     N1538170788       212749742.          266.0           96.1       139229.3
FMOVIE029a     N1538171326       212750280.          266.1           99.7       139214.4
FMOVIE029a     N1538171864       212750818.          266.1          103.4       139244.5
FMOVIE029a     N1538172402       212751356.          266.2          107.0       139214.8
FMOVIE029a     N1538172940       212751894.          266.2          110.6       139244.9
FMOVIE029a     N1538173478       212752432.          266.3          114.3       139216.9
FMOVIE029a     N1538174016       212752970.          266.3          117.9       139238.3
FMOVIE029a     N1538174554       212753508.          266.4          121.6       139228.2
FMOVIE029a     N1538175092       212754046.          266.4          125.2       139242.8
FMOVIE029a     N1538176706       212755660.          266.6          136.1       139215.2
FMOVIE029a     N1538177782       212756736.          266.7          143.4       139202.0
FMOVIE029a     N1538178320       212757274.          266.7          147.1       139233.7
FMOVIE029a     N1538178858       212757812.          266.7          150.7       139240.6
FMOVIE029a     N1538179396       212758350.          266.8          154.3       139268.0
FMOVIE029a     N1538179934       212758888.          266.8          158.0       139255.0
FMOVIE029a     N1538180472       212759426.          266.9          161.6       139247.9
FMOVIE029a     N1538181010       212759964.          266.9          165.3       139263.2
FMOVIE029a     N1538181548       212760502.          267.0          168.9       139258.6
FMOVIE029a     N1538182086       212761040.          267.0          172.6       139277.2
FMOVIE029a     N1538183162       212762116.          267.1          179.8       139307.8
FMOVIE029a     N1538183700       212762654.          267.2          183.5       139229.3
FMOVIE029a     N1538184776       212763730.          267.2          190.8       139242.8
FMOVIE029a     N1538185852       212764806.          267.3          198.1       139243.8
FMOVIE029a     N1538186390       212765344.          267.4          201.7       139239.0
FMOVIE029a     N1538186928       212765882.          267.4          205.4       139244.2
FMOVIE029a     N1538187466       212766420.          267.5          209.1       139249.2
FMOVIE029a     N1538188542       212767496.          267.6          216.4       139245.9
FMOVIE029a     N1538189618       212768572.          267.6          223.7       139247.3
FMOVIE029a     N1538190156       212769110.          267.7          227.3       139286.6
FMOVIE029a     N1538190694       212769648.          267.7          231.0       139242.6
FMOVIE029a     N1538191232       212770186.          267.8          234.7       139245.8
FMOVIE029a     N1538191770       212770724.          267.8          238.3       139253.3
FMOVIE029a     N1538192308       212771262.          267.9          242.0       139248.7
FMOVIE029a     N1538192846       212771800.          267.9          245.6       139264.1
FMOVIE029a     N1538193384       212772338.          267.9          249.3       139272.4
FMOVIE029a     N1538193922       212772876.          268.0          253.0       139269.4
FMOVIE029a     N1538194460       212773414.          268.0          256.6       139238.5
FMOVIE029a     N1538194998       212773952.          268.1          260.3       139285.4
FMOVIE029a     N1538195536       212774490.          268.1          264.0       139285.2
FMOVIE029a     N1538196074       212775028.          268.1          267.6       139247.1
FMOVIE029a     N1538196612       212775566.          268.2          271.3       139217.5
FMOVIE029a     N1538197150       212776104.          268.2          275.0       139231.2
FMOVIE029a     N1538197688       212776642.          268.3          278.7       139228.3
FMOVIE029a     N1538198226       212777180.          268.3          282.3       139228.6
FMOVIE029a     N1538198764       212777718.          268.4          286.0       139240.1
FMOVIE029a     N1538199302       212778256.          268.4          289.7       139233.3
FMOVIE029a     N1538199840       212778794.          268.4          293.3       139232.2
FMOVIE029a     N1538200378       212779332.          268.5          297.0       139220.4
FMOVIE029a     N1538200916       212779870.          268.5          300.7       139234.9
FMOVIE029a     N1538201454       212780408.          268.6          304.4       139231.1
FMOVIE029a     N1538201992       212780946.          268.6          308.0       139240.1
FMOVIE029a     N1538202530       212781484.          268.6          311.7       139233.9
FMOVIE029a     N1538203606       212782560.          268.7          319.1       139247.2
FMOVIE029a     N1538204144       212783098.          268.8          322.7       139235.9
FMOVIE029a     N1538204682       212783636.          268.8          326.4       139250.2
FMOVIE029a     N1538205220       212784174.          268.9          330.1       139224.7
FMOVIE029a     N1538205758       212784712.          268.9          333.7       139239.9
FMOVIE029a     N1538206296       212785250.          268.9          337.4       139247.4
FMOVIE029a     N1538206834       212785788.          269.0          341.1       139227.5
FMOVIE029a     N1538207910       212786864.          269.1          348.4       139243.8
FMOVIE029a     N1538208448       212787402.          269.1          352.1       139227.9
FMOVIE029a     N1538208986       212787940.          269.1          355.8       139259.5
FMOVIE029a     N1538210062       212789016.          269.2            3.1       139250.6
FMOVIE029a     N1538210600       212789554.          269.3            6.8       139220.7
FMOVIE029a     N1538211138       212790092.          269.3           10.4       139268.2
FMOVIE029a     N1538212214       212791168.          269.4           17.8       139269.5
FMOVIE029a     N1538212752       212791706.          269.4           21.4       139232.2
FMOVIE029a     N1538213290       212792244.          269.5           25.1       139265.9
FMOVIE029a     N1538213828       212792782.          269.5           28.7       139256.1
FMOVIE029a     N1538214366       212793320.          269.6           32.4       139249.7
FMOVIE029a     N1538214904       212793858.          269.6           36.1       139212.6
FMOVIE029a     N1538215442       212794396.          269.6           39.7       139247.5
FMOVIE029a     N1538215980       212794934.          269.7           43.4       139217.3
FMOVIE029a     N1538216518       212795472.          269.7           47.0       139243.2
FMOVIE029a     N1538217594       212796548.          269.8           54.3       139239.0
FMOVIE029b     N1538269441       212848395.           83.2           46.8       139530.8
FMOVIE029b     N1538270015       212848969.           83.3           50.7       139516.1
FMOVIE029b     N1538270593       212849547.           83.3           54.6       139520.1
FMOVIE029b     N1538271171       212850125.           83.4           58.5       139511.2
FMOVIE029b     N1538271749       212850703.           83.4           62.4       139515.0
FMOVIE029b     N1538272327       212851281.           83.5           66.4       139507.0
FMOVIE029b     N1538272905       212851859.           83.5           70.3       139518.2
FMOVIE029b     N1538273483       212852437.           83.5           74.2       139513.3
FMOVIE029b     N1538274061       212853015.           83.6           78.1       139523.2
FMOVIE029b     N1538274639       212853593.           83.6           82.0       139519.1
FMOVIE029b     N1538275217       212854171.           83.7           86.0       139529.4
FMOVIE029b     N1538275795       212854749.           83.7           89.9       139527.8
FMOVIE029b     N1538276373       212855327.           83.8           93.8       139524.2
FMOVIE029b     N1538276951       212855905.           83.8           97.7       139521.0
FMOVIE029b     N1538277529       212856483.           83.9          101.6       139513.7
FMOVIE029b     N1538278107       212857061.           83.9          105.5       139516.2
FMOVIE029b     N1538278685       212857639.           83.9          109.4       139532.0
FMOVIE029b     N1538279263       212858217.           84.0          113.3       139520.9
FMOVIE029b     N1538279841       212858795.           84.0          117.3       139564.4
FMOVIE029b     N1538280419       212859373.           84.1          121.2       139523.4
FMOVIE029b     N1538280997       212859951.           84.1          125.1       139601.6
FMOVIE029b     N1538281575       212860529.           84.1          129.0       139520.2
FMOVIE029b     N1538282153       212861107.           84.2          132.9       139586.6
FMOVIE029b     N1538282731       212861684.           84.2          136.8       139500.9
FMOVIE029b     N1538283887       212862840.           84.3          144.6       139514.8
FMOVIE029b     N1538285043       212863996.           84.4          152.5       139487.6
FMOVIE029b     N1538286199       212865152.           84.5          160.3       139475.3
FMOVIE029b     N1538287355       212866308.           84.6          168.1       139491.1
FMOVIE029b     N1538287933       212866887.           84.6          172.0       139529.1
FMOVIE029b     N1538288511       212867464.           84.7          176.0       139514.5
FMOVIE029b     N1538289089       212868043.           84.7          179.9       139529.1
FMOVIE029b     N1538289667       212868620.           84.7          183.8       139513.9
FMOVIE029b     N1538290823       212869776.           84.8          191.6       139522.2
FMOVIE029b     N1538291401       212870355.           84.9          195.5       139544.2
FMOVIE029b     N1538291979       212870932.           84.9          199.5       139518.9
FMOVIE029b     N1538292557       212871511.           85.0          203.4       139560.4
FMOVIE029b     N1538293135       212872088.           85.0          207.3       139492.9
FMOVIE029b     N1538293713       212872667.           85.1          211.2       139556.8
FMOVIE029b     N1538294869       212873823.           85.1          219.1       139524.3
FMOVIE029b     N1538295447       212874400.           85.2          223.0       139509.0
FMOVIE029b     N1538296025       212874979.           85.2          227.0       139521.9
FMOVIE029b     N1538296603       212875556.           85.2          230.9       139508.4
FMOVIE029b     N1538297181       212876135.           85.3          234.8       139573.8
FMOVIE029b     N1538297759       212876712.           85.3          238.7       139512.1
FMOVIE029b     N1538298337       212877291.           85.4          242.7       139526.4
FMOVIE029b     N1538298915       212877868.           85.4          246.6       139508.5
FMOVIE029b     N1538299493       212878447.           85.5          250.6       139538.5
FMOVIE029b     N1538300071       212879024.           85.5          254.5       139506.7
FMOVIE031      N1541012989       215591925.           94.7          334.8       139489.6
FMOVIE031      N1541013430       215592366.           94.7          337.8       139494.2
FMOVIE031      N1541013875       215592811.           94.7          340.9       139511.9
FMOVIE031      N1541014320       215593256.           94.8          343.9       139505.4
FMOVIE031      N1541014765       215593701.           94.8          346.9       139511.6
FMOVIE031      N1541015210       215594146.           94.9          350.0       139519.7
FMOVIE031      N1541015655       215594591.           94.9          353.0       139532.3
FMOVIE031      N1541016100       215595036.           95.0          356.0       139517.7
FMOVIE031      N1541016545       215595481.           95.0          359.1       139524.8
FMOVIE031      N1541017435       215596371.           95.1            5.1       139508.8
FMOVIE031      N1541017880       215596816.           95.1            8.2       139507.3
FMOVIE031      N1541018325       215597261.           95.2           11.2       139498.1
FMOVIE031      N1541020105       215599041.           95.4           23.4       139501.0
FMOVIE031      N1541020550       215599486.           95.4           26.4       139519.2
FMOVIE031      N1541021440       215600376.           95.5           32.5       139531.2
FMOVIE031      N1541022330       215601266.           95.6           38.5       139534.0
FMOVIE031      N1541022775       215601711.           95.6           41.6       139546.9
FMOVIE031      N1541023220       215602156.           95.7           44.6       139527.0
FMOVIE031      N1541023665       215602601.           95.7           47.7       139551.0
FMOVIE031      N1541024110       215603046.           95.8           50.7       139529.1
FMOVIE031      N1541024555       215603491.           95.8           53.7       139555.3
FMOVIE031      N1541025000       215603936.           95.9           56.8       139553.5
FMOVIE031      N1541025445       215604381.           95.9           59.8       139520.0
FMOVIE031      N1541025890       215604826.           96.0           62.8       139534.2
FMOVIE031      N1541026335       215605271.           96.0           65.9       139526.4
FMOVIE031      N1541027670       215606606.           96.1           75.0       139506.4
FMOVIE031      N1541028115       215607051.           96.2           78.0       139551.6
FMOVIE031      N1541028560       215607496.           96.2           81.1       139538.3
FMOVIE031      N1541029005       215607941.           96.3           84.1       139584.7
FMOVIE031      N1541029895       215608831.           96.4           90.2       139580.2
FMOVIE031      N1541031675       215610611.           96.5          102.3       139437.1
FMOVIE031      N1541032565       215611501.           96.6          108.4       139455.0
FMOVIE031      N1541034345       215613281.           96.8          120.5       139449.3
FMOVIE031      N1541034790       215613726.           96.8          123.5       139489.9
FMOVIE031      N1541035235       215614171.           96.9          126.5       139463.0
FMOVIE031      N1541036125       215615061.           97.0          132.6       139448.4
FMOVIE031      N1541037460       215616396.           97.1          141.6       139448.1
FMOVIE031      N1541037905       215616841.           97.1          144.7       139451.9
FMOVIE031      N1541038795       215617731.           97.2          150.7       139454.2
FMOVIE031      N1541039240       215618176.           97.3          153.7       139463.8
FMOVIE031      N1541040575       215619511.           97.4          162.8       139464.7
FMOVIE031      N1541041020       215619956.           97.4          165.8       139465.8
FMOVIE031      N1541041465       215620401.           97.5          168.8       139466.3
FMOVIE031      N1541041910       215620846.           97.5          171.8       139463.1
FMOVIE031      N1541042355       215621291.           97.6          174.8       139454.0
FMOVIE031      N1541042800       215621736.           97.6          177.8       139474.3
FMOVIE031      N1541043245       215622181.           97.7          180.9       139463.8
FMOVIE031      N1541044135       215623071.           97.7          186.9       139465.7
FMOVIE031      N1541044580       215623516.           97.8          189.9       139477.5
FMOVIE031      N1541045025       215623961.           97.8          192.9       139474.1
FMOVIE031      N1541045470       215624406.           97.9          195.9       139468.8
FMOVIE031      N1541045915       215624851.           97.9          198.9       139469.6
FMOVIE031      N1541046360       215625296.           97.9          202.0       139469.5
FMOVIE031      N1541046805       215625741.           98.0          205.0       139480.5
FMOVIE031      N1541047250       215626186.           98.0          208.0       139468.2
FMOVIE031      N1541047695       215626631.           98.1          211.0       139475.5
FMOVIE031      N1541048140       215627076.           98.1          214.0       139475.1
FMOVIE031      N1541048585       215627521.           98.1          217.0       139481.6
FMOVIE031      N1541049030       215627966.           98.2          220.0       139465.7
FMOVIE031      N1541049920       215628856.           98.3          226.0       139466.1
FMOVIE031      N1541050365       215629301.           98.3          229.1       139475.3
FMOVIE031      N1541050810       215629746.           98.3          232.1       139474.7
FMOVIE031      N1541051700       215630636.           98.4          238.1       139494.6
FMOVIE031      N1541052145       215631081.           98.5          241.1       139525.4
FMOVIE031      N1541052590       215631526.           98.5          244.1       139477.6
FMOVIE031      N1541053035       215631971.           98.5          247.1       139483.4
FMOVIE031      N1541053480       215632416.           98.6          250.1       139483.7
FMOVIE031      N1541053925       215632861.           98.6          253.2       139483.3
FMOVIE031      N1541054370       215633306.           98.7          256.2       139501.8
FMOVIE031      N1541054815       215633751.           98.7          259.2       139474.3
FMOVIE031      N1541055260       215634196.           98.7          262.2       139486.4
FMOVIE031      N1541055705       215634641.           98.8          265.2       139483.3
FMOVIE031      N1541056150       215635086.           98.8          268.2       139483.9
FMOVIE031      N1541056595       215635531.           98.9          271.2       139477.5
FMOVIE031      N1541057040       215635976.           98.9          274.3       139482.8
FMOVIE031      N1541057485       215636421.           98.9          277.3       139489.9
FMOVIE031      N1541057930       215636866.           99.0          280.3       139486.6
FMOVIE031      N1541058375       215637311.           99.0          283.3       139503.1
FMOVIE031      N1541058820       215637756.           99.0          286.3       139481.7
FMOVIE031      N1541059265       215638201.           99.1          289.4       139499.7
FMOVIE031      N1541059710       215638646.           99.1          292.4       139472.8
FMOVIE031      N1541060155       215639091.           99.2          295.4       139472.2
FMOVIE031      N1541060600       215639536.           99.2          298.4       139474.4
FMOVIE031      N1541061490       215640426.           99.3          304.5       139485.4
FMOVIE031      N1541061935       215640871.           99.3          307.5       139467.5
FMOVIE031      N1541062380       215641316.           99.3          310.5       139466.9
FMOVIE032      N1542047596       216626526.           94.4          167.8       139386.3
FMOVIE032      N1542048041       216626971.           94.4          170.8       139393.3
FMOVIE032      N1542048486       216627416.           94.5          173.8       139395.5
FMOVIE032      N1542048931       216627861.           94.5          176.8       139389.7
FMOVIE032      N1542049376       216628306.           94.6          179.9       139393.3
FMOVIE032      N1542049821       216628751.           94.6          182.9       139393.9
FMOVIE032      N1542050266       216629196.           94.7          185.9       139383.2
FMOVIE032      N1542050711       216629641.           94.7          188.9       139402.0
FMOVIE032      N1542051601       216630531.           94.8          195.0       139383.9
FMOVIE032      N1542052046       216630976.           94.8          198.0       139398.4
FMOVIE032      N1542052491       216631421.           94.9          201.0       139398.7
FMOVIE032      N1542052936       216631866.           94.9          204.0       139377.8
FMOVIE032      N1542053381       216632311.           95.0          207.0       139413.8
FMOVIE032      N1542054271       216633201.           95.1          213.1       139397.0
FMOVIE032      N1542054716       216633646.           95.1          216.1       139414.3
FMOVIE032      N1542055161       216634091.           95.2          219.1       139410.4
FMOVIE032      N1542055606       216634536.           95.2          222.1       139401.3
FMOVIE032      N1542056051       216634981.           95.3          225.1       139396.7
FMOVIE032      N1542056496       216635426.           95.3          228.1       139428.7
FMOVIE032      N1542056941       216635871.           95.3          231.1       139399.2
FMOVIE032      N1542057386       216636316.           95.4          234.1       139377.2
FMOVIE032      N1542057831       216636761.           95.4          237.2       139427.8
FMOVIE032      N1542058276       216637206.           95.5          240.2       139384.9
FMOVIE032      N1542058721       216637651.           95.5          243.2       139392.5
FMOVIE032      N1542061836       216640766.           95.8          264.3       139400.2
FMOVIE032      N1542062281       216641211.           95.9          267.3       139408.8
FMOVIE032      N1542062726       216641656.           95.9          270.3       139407.0
FMOVIE032      N1542064061       216642991.           96.1          279.3       139405.5
FMOVIE032      N1542064506       216643436.           96.1          282.3       139434.1
FMOVIE032      N1542065396       216644326.           96.2          288.4       139408.7
FMOVIE032      N1542065841       216644771.           96.2          291.4       139397.4
FMOVIE032      N1542066286       216645216.           96.3          294.4       139406.4
FMOVIE032      N1542067176       216646106.           96.4          300.4       139406.4
FMOVIE032      N1542067621       216646551.           96.4          303.4       139404.6
FMOVIE032      N1542068511       216647441.           96.5          309.5       139408.5
FMOVIE032      N1542068956       216647886.           96.6          312.5       139418.6
FMOVIE032      N1542069401       216648331.           96.6          315.5       139416.5
FMOVIE032      N1542069846       216648776.           96.6          318.5       139412.8
FMOVIE032      N1542070736       216649666.           96.7          324.6       139407.6
FMOVIE032      N1542071181       216650111.           96.8          327.6       139412.1
FMOVIE032      N1542071626       216650556.           96.8          330.6       139421.1
FMOVIE032      N1542072071       216651001.           96.9          333.6       139411.7
FMOVIE032      N1542072961       216651891.           96.9          339.7       139418.7
FMOVIE032      N1542073406       216652336.           97.0          342.7       139423.9
FMOVIE032      N1542073851       216652781.           97.0          345.7       139413.4
FMOVIE032      N1542076521       216655451.           97.3            3.9       139418.7
FMOVIE032      N1542079191       216658121.           97.5           22.1       139414.8
FMOVIE032      N1542080971       216659900.           97.7           34.2       139422.0
FMOVIE032      N1542084531       216663460.           98.0           58.5       139422.7
FMOVIE032      N1542084976       216663905.           98.1           61.6       139432.8
FMOVIE032      N1542085421       216664350.           98.1           64.6       139427.3
FMOVIE032      N1542085866       216664795.           98.2           67.6       139430.2
FMOVIE032      N1542086311       216665240.           98.2           70.7       139425.8
FMOVIE032      N1542086756       216665685.           98.2           73.7       139422.0
FMOVIE032      N1542087201       216666130.           98.3           76.7       139434.6
FMOVIE032      N1542087646       216666575.           98.3           79.8       139425.9
FMOVIE032      N1542088536       216667465.           98.4           85.9       139430.2
FMOVIE032      N1542088981       216667910.           98.4           88.9       139429.5
FMOVIE032      N1542089426       216668355.           98.5           91.9       139447.2
FMOVIE032      N1542090316       216669245.           98.6           98.0       139410.9
FMOVIE032      N1542090761       216669690.           98.6          101.0       139408.2
FMOVIE032      N1542091206       216670135.           98.6          104.1       139396.0
FMOVIE032      N1542091651       216670580.           98.7          107.1       139407.3
FMOVIE032      N1542092096       216671025.           98.7          110.2       139406.1
FMOVIE032      N1542092541       216671470.           98.7          113.2       139419.3
FMOVIE032      N1542092986       216671915.           98.8          116.2       139399.3
FMOVIE032      N1542093876       216672805.           98.9          122.3       139381.4
FMOVIE032      N1542094321       216673250.           98.9          125.3       139397.7
FMOVIE032      N1542095211       216674140.           99.0          131.4       139400.5
FMOVIE032      N1542095656       216674585.           99.0          134.4       139396.5
FMOVIE032      N1542096101       216675030.           99.0          137.5       139401.6
FMOVIE032      N1542096546       216675475.           99.1          140.5       139407.2
FMOVIE032      N1542149816       216728745.          103.3          142.6       139418.0
FMOVIE032      N1542150232       216729161.          103.4          145.4       139421.9
FMOVIE032      N1542150652       216729581.          103.4          148.3       139420.3
FMOVIE032      N1542151072       216730001.          103.4          151.1       139450.7
FMOVIE032      N1542151492       216730421.          103.5          154.0       139398.4
FMOVIE032      N1542151912       216730841.          103.5          156.8       139406.8
FMOVIE032      N1542152332       216731261.          103.5          159.7       139405.7
FMOVIE032      N1542152752       216731681.          103.5          162.5       139399.1
FMOVIE032      N1542153172       216732101.          103.6          165.4       139407.4
FMOVIE032      N1542153592       216732521.          103.6          168.3       139405.1
FMOVIE032      N1542154012       216732941.          103.6          171.1       139419.5
FMOVIE032      N1542154432       216733361.          103.7          174.0       139406.4
FMOVIE032      N1542154852       216733781.          103.7          176.8       139405.0
FMOVIE032      N1542155272       216734201.          103.7          179.7       139407.5
FMOVIE173a     N1729024626       403602297.          140.1          293.1       139201.8
FMOVIE173a     N1729025153       403602824.          139.5          296.7       139206.6
FMOVIE173a     N1729025684       403603355.          138.9          300.3       139208.4
FMOVIE173a     N1729026215       403603886.          138.3          304.0       139207.6
FMOVIE173a     N1729026746       403604417.          137.8          307.6       139211.1
FMOVIE173a     N1729027277       403604947.          137.2          311.2       139211.8
FMOVIE173a     N1729027808       403605478.          136.6          314.8       139210.4
FMOVIE173a     N1729028339       403606009.          136.1          318.4       139206.1
FMOVIE173a     N1729028870       403606540.          135.5          322.1       139209.3
FMOVIE173a     N1729029401       403607071.          135.0          325.7       139206.7
FMOVIE173a     N1729029932       403607602.          134.4          329.3       139209.4
FMOVIE173a     N1729030463       403608133.          133.8          332.9       139207.6
FMOVIE173a     N1729030994       403608664.          133.3          336.5       139204.3
FMOVIE173a     N1729031525       403609195.          132.7          340.2       139207.2
FMOVIE173a     N1729032056       403609726.          132.0          343.8       139210.9
FMOVIE173a     N1729032587       403610257.          131.5          347.4       139206.7
FMOVIE173a     N1729033118       403610788.          131.0          351.0       139211.4
FMOVIE173a     N1729033649       403611319.          130.4          354.6       139213.4
FMOVIE173a     N1729034180       403611850.          129.9          358.2       139210.7
FMOVIE173a     N1729034711       403612381.          129.3            1.8       139212.6
FMOVIE173a     N1729035242       403612912.          128.8            5.5       139205.1
FMOVIE173a     N1729036304       403613974.          127.6           12.7       139180.2
FMOVIE173a     N1729036835       403614505.          127.0           16.3       139178.5
FMOVIE173a     N1729037366       403615036.          126.5           19.9       139177.4
FMOVIE173a     N1729038428       403616098.          125.3           27.1       139174.0
FMOVIE173a     N1729038959       403616629.          124.8           30.7       139181.8
FMOVIE173a     N1729039490       403617160.          124.2           34.3       139191.0
FMOVIE173a     N1729040021       403617691.          123.7           37.9       139174.2
FMOVIE173a     N1729040552       403618222.          123.1           41.5       139200.2
FMOVIE173a     N1729041083       403618753.          122.5           45.1       139189.1
FMOVIE173a     N1729041614       403619284.          121.9           48.7       139192.1
FMOVIE173a     N1729042145       403619815.          121.4           52.3       139188.4
FMOVIE173a     N1729042676       403620346.          120.8           55.9       139174.2
FMOVIE173a     N1729043207       403620877.          120.3           59.5       139195.1
FMOVIE173a     N1729044269       403621939.          119.1           66.7       139193.9
FMOVIE173a     N1729044800       403622470.          118.6           70.3       139199.6
FMOVIE173a     N1729045331       403623001.          118.0           73.9       139186.7
FMOVIE173a     N1729045862       403623532.          117.5           77.5       139192.8
FMOVIE173a     N1729046393       403624063.          116.9           81.1       139190.5
FMOVIE173a     N1729046924       403624594.          116.3           84.7       139194.0
FMOVIE173a     N1729047455       403625125.          115.8           88.3       139193.1
FMOVIE173a     N1729047986       403625656.          115.2           91.9       139190.3
FMOVIE173a     N1729048517       403626187.          114.6           95.5       139194.8
FMOVIE173a     N1729049048       403626718.          114.0           99.0       139195.7
FMOVIE173a     N1729049579       403627249.          113.5          102.6       139201.6
FMOVIE173a     N1729050110       403627780.          112.9          106.2       139205.1
FMOVIE173a     N1729050641       403628311.          112.3          109.8       139128.4
FMOVIE173a     N1729051172       403628842.          111.8          113.4       139077.3
FMOVIE173a     N1729051703       403629373.          111.2          117.0       139080.2
FMOVIE173a     N1729052234       403629904.          110.7          120.6       139080.7
FMOVIE173a     N1729052765       403630435.          110.1          124.2       139082.8
FMOVIE173a     N1729053296       403630966.          109.5          127.8       139078.2
FMOVIE173b     N1729053606       403631277.          335.3          129.9       139343.0
FMOVIE173b     N1729054133       403631804.          334.7          133.5       139347.3
FMOVIE173b     N1729054664       403632335.          334.2          137.1       139359.8
FMOVIE173b     N1729055195       403632866.          333.6          140.7       139372.4
FMOVIE173b     N1729055726       403633397.          333.1          144.3       139375.3
FMOVIE173b     N1729056257       403633928.          332.5          147.9       139372.5
FMOVIE173b     N1729056788       403634459.          331.9          151.5       139380.5
FMOVIE173b     N1729057319       403634990.          331.4          155.1       139384.8
FMOVIE173b     N1729057850       403635521.          330.8          158.7       139383.6
FMOVIE173b     N1729058381       403636052.          330.2          162.3       139385.6
FMOVIE173b     N1729058912       403636583.          329.7          165.9       139388.3
FMOVIE173b     N1729059443       403637114.          329.1          169.5       139392.0
FMOVIE173b     N1729059974       403637645.          328.5          173.1       139397.4
FMOVIE173b     N1729060505       403638176.          328.0          176.7       139408.2
FMOVIE173b     N1729061036       403638707.          327.4          180.3       139416.3
FMOVIE173b     N1729061567       403639238.          326.9          183.9       139425.6
FMOVIE173b     N1729062098       403639769.          326.3          187.5       139428.6
FMOVIE173b     N1729062629       403640300.          325.7          191.1       139430.9
FMOVIE173b     N1729063160       403640831.          325.2          194.7       139429.2
FMOVIE173b     N1729064222       403641893.          323.9          201.9       139425.9
FMOVIE173b     N1729064753       403642424.          323.4          205.6       139423.3
FMOVIE173b     N1729065284       403642955.          322.8          209.2       139424.2
FMOVIE173b     N1729065815       403643486.          322.2          212.8       139425.8
FMOVIE173b     N1729066346       403644017.          321.6          216.4       139430.9
FMOVIE173b     N1729066877       403644548.          321.1          220.0       139436.1
FMOVIE173b     N1729067408       403645079.          320.6          223.6       139445.0
FMOVIE173b     N1729067939       403645610.          319.9          227.2       139451.2
FMOVIE173b     N1729068470       403646141.          319.4          230.9       139457.4
FMOVIE173b     N1729069001       403646672.          318.8          234.5       139459.0
FMOVIE173b     N1729069532       403647203.          318.3          238.1       139464.4
FMOVIE173b     N1729070063       403647734.          317.7          241.7       139469.9
FMOVIE173b     N1729070594       403648265.          317.2          245.4       139476.6
FMOVIE173b     N1729071656       403649327.          316.1          252.6       139478.4
FMOVIE173b     N1729072718       403650389.          314.9          259.8       139478.7
FMOVIE173b     N1729073249       403650920.          314.3          263.5       139480.3
FMOVIE173b     N1729073780       403651451.          313.8          267.1       139486.4
FMOVIE173b     N1729074311       403651982.          313.2          270.7       139505.6
FMOVIE173b     N1729074842       403652512.          312.7          274.3       139511.1
FMOVIE173b     N1729075373       403653043.          312.1          278.0       139499.2
FMOVIE173b     N1729075904       403653574.          311.5          281.6       139511.9
FMOVIE173b     N1729076435       403654105.          311.0          285.2       139515.1
FMOVIE173b     N1729076966       403654636.          310.4          288.9       139518.9
FMOVIE173b     N1729077497       403655167.          309.9          292.5       139515.8
FMOVIE173b     N1729078028       403655698.          309.3          296.1       139493.6
FMOVIE173b     N1729078559       403656229.          308.8          299.7       139495.5
FMOVIE173b     N1729079090       403656760.          308.2          303.3       139500.5
FMOVIE173b     N1729079621       403657291.          307.6          307.0       139523.7
FMOVIE173b     N1729080683       403658353.          306.5          314.2       139355.6
FMOVIE173b     N1729081214       403658884.          305.9          317.8       139370.7
FMOVIE173b     N1729081745       403659415.          305.4          321.5       139381.9
FRSTRCHAN174a  N1731106419       405684077.          320.2           43.7       139466.4
FRSTRCHAN174a  N1731106826       405684484.          320.1           46.5       139463.4
FRSTRCHAN174a  N1731107237       405684895.          320.1           49.3       139455.5
FRSTRCHAN174a  N1731107648       405685306.          320.1           52.1       139452.7
FRSTRCHAN174a  N1731108059       405685717.          320.1           54.9       139450.7
FRSTRCHAN174a  N1731108881       405686539.          320.1           60.5       139454.2
FRSTRCHAN174a  N1731109703       405687361.          320.1           66.1       139452.5
FRSTRCHAN174a  N1731110525       405688183.          320.1           71.7       139467.7
FRSTRCHAN174a  N1731110936       405688594.          320.1           74.5       139462.0
FRSTRCHAN174a  N1731111347       405689005.          320.1           77.3       139474.4
FRSTRCHAN174a  N1731111758       405689416.          320.1           80.1       139479.0
FRSTRCHAN174a  N1731112169       405689827.          320.1           82.9       139484.7
FRSTRCHAN174a  N1731112580       405690238.          320.1           85.6       139489.0
FRSTRCHAN174a  N1731112991       405690649.          320.1           88.4       139493.0
FRSTRCHAN174a  N1731113402       405691060.          320.1           91.2       139499.9
FRSTRCHAN174a  N1731113813       405691471.          320.1           94.0       139502.3
FRSTRCHAN174a  N1731114224       405691882.          320.1           96.8       139504.0
FRSTRCHAN174a  N1731114635       405692293.          320.1           99.6       139504.4
FRSTRCHAN174a  N1731115457       405693115.          320.1          105.2       139494.0
FRSTRCHAN174a  N1731115868       405693526.          320.1          108.0       139491.2
FRSTRCHAN174a  N1731116279       405693937.          320.1          110.7       139490.7
FRSTRCHAN174a  N1731116690       405694348.          320.1          113.5       139484.8
FRSTRCHAN174a  N1731117101       405694759.          320.1          116.3       139484.0
FRSTRCHAN174a  N1731117512       405695170.          320.1          119.1       139486.1
FRSTRCHAN174a  N1731117923       405695581.          320.1          121.9       139482.7
FRSTRCHAN174a  N1731118334       405695992.          320.1          124.7       139492.9
FRSTRCHAN174a  N1731118745       405696403.          320.1          127.5       139499.1
