Image Set    Image Name    ET (seconds)   Inertial Long (deg.)   Prom. Long (deg)   Fit Radius (km) 
FMOVIE208      N1789929572       464506856.           51.9          278.9       139397.4
FMOVIE208      N1789929780       464507064.           51.9          280.3       139397.1
FMOVIE208      N1789929988       464507272.           51.9          281.7       139396.6
FMOVIE208      N1789930196       464507480.           51.9          283.1       139396.5
FMOVIE208      N1789930404       464507688.           51.9          284.5       139395.0
FMOVIE208      N1789930612       464507896.           51.9          285.9       139394.9
FMOVIE208      N1789930820       464508104.           51.9          287.3       139396.6
FMOVIE208      N1789931028       464508312.           51.9          288.7       139395.7
FMOVIE208      N1789931236       464508520.           51.9          290.1       139396.2
FMOVIE208      N1789931444       464508728.           51.9          291.5       139395.8
FMOVIE208      N1789931652       464508936.           51.9          293.0       139397.8
FMOVIE208      N1789931860       464509144.           51.9          294.4       139397.8
FMOVIE208      N1789932068       464509352.           51.9          295.8       139397.1
FMOVIE208      N1789932276       464509560.           51.9          297.2       139399.9
FMOVIE209a     N1793068408       467645672.          214.9           14.3       139297.3
FMOVIE209a     N1793068883       467646147.          214.9           17.5       139295.2
FMOVIE209a     N1793069362       467646626.          214.9           20.7       139297.1
FMOVIE209a     N1793069841       467647105.          214.8           24.0       139296.5
FMOVIE209a     N1793070320       467647584.          214.9           27.2       139301.1
FMOVIE209a     N1793070799       467648063.          214.8           30.5       139300.7
FMOVIE209a     N1793071278       467648542.          214.8           33.7       139301.5
FMOVIE209a     N1793071757       467649021.          214.9           37.0       139303.2
FMOVIE209a     N1793072236       467649500.          214.9           40.2       139305.7
FMOVIE209a     N1793072715       467649979.          214.9           43.5       139309.7
FMOVIE209a     N1793073194       467650458.          214.9           46.7       139311.7
FMOVIE209a     N1793073673       467650937.          214.9           50.0       139310.7
FMOVIE209a     N1793074152       467651416.          214.9           53.2       139313.2
FMOVIE209a     N1793074631       467651895.          214.9           56.5       139309.7
FMOVIE209a     N1793075110       467652374.          214.9           59.7       139318.1
FMOVIE209a     N1793075589       467652853.          214.8           63.0       139316.9
FMOVIE209a     N1793076068       467653332.          214.8           66.2       139319.7
FMOVIE209a     N1793076547       467653811.          214.8           69.5       139325.1
FMOVIE209a     N1793077026       467654290.          214.8           72.7       139321.1
FMOVIE209a     N1793077505       467654769.          214.9           76.0       139322.8
FMOVIE209a     N1793077984       467655248.          214.9           79.3       139324.6
FMOVIE209a     N1793078463       467655727.          214.9           82.5       139324.8
FMOVIE209a     N1793078942       467656206.          214.8           85.8       139324.6
FMOVIE209a     N1793079421       467656685.          214.8           89.0       139327.4
FMOVIE209a     N1793079900       467657164.          214.8           92.3       139326.0
FMOVIE209a     N1793080379       467657643.          214.8           95.6       139329.3
FMOVIE209a     N1793080858       467658122.          214.8           98.8       139321.2
FMOVIE209a     N1793081337       467658601.          214.8          102.1       139324.9
FMOVIE209a     N1793081816       467659080.          214.8          105.3       139324.2
FMOVIE209a     N1793082295       467659559.          214.8          108.6       139323.4
FMOVIE209a     N1793082774       467660038.          214.9          111.9       139321.6
FMOVIE209a     N1793083253       467660517.          214.9          115.1       139323.9
FMOVIE209a     N1793083732       467660996.          214.8          118.4       139321.1
FMOVIE209a     N1793084211       467661475.          214.9          121.7       139317.5
FMOVIE209a     N1793084690       467661954.          214.9          124.9       139320.2
FMOVIE209a     N1793085169       467662433.          214.8          128.2       139318.3
FMOVIE209a     N1793085648       467662912.          214.8          131.5       139322.9
FMOVIE209a     N1793086127       467663391.          214.8          134.7       139322.0
FMOVIE209a     N1793086606       467663870.          214.8          138.0       139321.3
FMOVIE209a     N1793087085       467664349.          214.8          141.3       139323.5
FMOVIE209a     N1793087564       467664828.          214.8          144.5       139327.3
FMOVIE209a     N1793088043       467665307.          214.9          147.8       139325.4
FMOVIE209a     N1793088522       467665786.          214.9          151.1       139328.4
FMOVIE209a     N1793089001       467666265.          214.8          154.4       139329.2
FMOVIE209a     N1793089480       467666744.          214.8          157.6       139329.1
FMOVIE209a     N1793089959       467667223.          214.8          160.9       139327.7
FMOVIE209b     N1793090708       467667972.           40.0          166.0       139393.0
FMOVIE209b     N1793091183       467668447.           39.9          169.3       139393.0
FMOVIE209b     N1793091662       467668926.           40.0          172.5       139393.6
FMOVIE209b     N1793092141       467669405.           40.0          175.8       139396.2
FMOVIE209b     N1793092620       467669883.           40.1          179.1       139396.2
FMOVIE209b     N1793093099       467670362.           40.0          182.3       139399.0
FMOVIE209b     N1793093578       467670841.           40.0          185.6       139401.3
FMOVIE209b     N1793094057       467671320.           40.1          188.9       139400.4
FMOVIE209b     N1793094536       467671799.           40.1          192.1       139397.8
FMOVIE209b     N1793095015       467672278.           40.1          195.4       139402.2
FMOVIE209b     N1793095494       467672757.           40.1          198.7       139399.8
FMOVIE209b     N1793095973       467673236.           40.1          201.9       139401.8
FMOVIE209b     N1793096452       467673715.           40.0          205.2       139400.9
FMOVIE209b     N1793096931       467674194.           40.1          208.5       139406.5
FMOVIE209b     N1793097410       467674673.           40.1          211.7       139407.2
FMOVIE209b     N1793097889       467675152.           40.1          215.0       139408.2
FMOVIE209b     N1793098368       467675631.           40.0          218.3       139408.7
FMOVIE209b     N1793098847       467676110.           40.1          221.5       139413.2
FMOVIE209b     N1793099326       467676589.           40.1          224.8       139410.2
FMOVIE209b     N1793099805       467677068.           40.1          228.1       139410.8
FMOVIE209b     N1793100284       467677547.           40.0          231.3       139408.8
FMOVIE209b     N1793100763       467678026.           40.0          234.6       139411.0
FMOVIE209b     N1793101242       467678505.           40.1          237.8       139410.3
FMOVIE209b     N1793101721       467678984.           40.1          241.1       139411.8
FMOVIE209b     N1793102200       467679463.           40.1          244.4       139407.3
FMOVIE209b     N1793102679       467679942.           40.0          247.6       139410.5
FMOVIE209b     N1793103158       467680421.           40.0          250.9       139413.1
FMOVIE209b     N1793103637       467680900.           40.1          254.1       139407.8
FMOVIE209b     N1793104116       467681379.           40.2          257.4       139410.6
FMOVIE209b     N1793104595       467681858.           40.1          260.6       139407.9
FMOVIE209b     N1793105074       467682337.           40.0          263.9       139412.1
FMOVIE209b     N1793105553       467682816.           40.1          267.2       139414.2
FMOVIE209b     N1793106032       467683295.           40.1          270.4       139414.2
FMOVIE209b     N1793106511       467683774.           40.0          273.7       139400.1
FMOVIE209b     N1793106990       467684253.           40.0          276.9       139412.0
FMOVIE209b     N1793107469       467684732.           40.0          280.2       139413.4
FMOVIE209b     N1793107948       467685211.           40.0          283.4       139414.1
FMOVIE209b     N1793108427       467685690.           40.1          286.7       139415.8
FMOVIE209b     N1793108906       467686169.           40.0          289.9       139415.2
FMOVIE209b     N1793109385       467686648.           40.0          293.2       139412.3
FMOVIE209b     N1793109864       467687127.           40.0          296.4       139420.0
FMOVIE209b     N1793110343       467687606.           40.1          299.6       139420.6
FMOVIE209b     N1793110822       467688085.           40.1          302.9       139423.2
