Co-rotating                                                         Phase-Corrected Normal Equivalent Width (m)
Longitude                Rev 201        Rev 206         Rev 211        Rev 212        Rev 218        Rev 228        Rev 231       Rev 231        Rev 233        
(degrees)                DRNGMOV        DRLPMOV         DRCLOSE        DRCLOSE        HPLELR         HPLELR         DRCLOSE       FNTHPMOV       FNTHPMOV  
==========================================================================================================================================================
        -131.90          31.82          16.78           0.00           0.00           0.00          26.38          35.95           5.29          25.02
        -131.80          32.34          26.51           0.00           0.00           0.00          26.39          36.47           1.67          25.87
        -131.70          32.87          25.63           0.00           0.00           0.00          26.63          36.53          18.41          26.36
        -131.60          34.28          34.14           0.00           0.00           0.00          26.66          36.40          19.91          26.55
        -131.50          33.22          16.47           0.00           0.00           0.00          26.72          36.11          22.86          25.65
        -131.40          33.08           6.17           0.00           0.00           0.00          26.60          36.36          21.91          26.87
        -131.30          31.07           7.06           0.00           0.00           0.00          26.41          36.21          18.39          26.84
        -131.20          32.38          12.73           0.00           0.00           0.00          26.44          36.15          23.36          26.89
        -131.10          31.34          23.66           0.00           0.00           0.00          26.50          36.38          20.13          25.86
        -131.00          32.90          26.72           0.00           0.00           0.00          26.57          36.70          20.11          26.14
        -130.90          31.65          25.51           0.00           0.00           0.00          26.59          36.45          26.42          28.04
        -130.80          32.25          35.32           0.00           0.00           0.00          26.79          36.86          24.35          28.00
        -130.70          32.31          33.87           0.00           0.00           0.00          26.57          36.16          21.15          26.47
        -130.60          31.38          27.28           0.00           0.00           0.00          26.55          36.20          21.86          29.22
        -130.50          30.12          27.77           0.00           0.00           0.00          26.28          36.42          23.46          28.42
        -130.40          29.94          20.52           0.00           0.00           0.00          26.20          36.50          17.14          26.08
        -130.30          30.06          22.87           0.00           0.00           0.00          26.19          36.18          17.81          26.64
        -130.20          32.32           3.60           0.00           0.00           0.00          26.21          36.45          19.01          26.64
        -130.10          32.98          16.27           0.00           0.00           0.00          26.28          36.17          25.67          27.57
        -130.00          33.01          26.51           0.00           0.00           0.00          26.37          35.45          26.72          27.03
        -129.90          32.05          21.70           0.00           0.00           0.00          26.20          35.42          24.84          27.38
        -129.80          33.59          14.01           0.00           0.00           0.00          26.18          35.84          20.66          27.38
        -129.70          31.16           8.54           0.00           0.00           0.00          25.84          35.59          24.36          27.99
        -129.60          31.95           2.64           0.00           0.00           0.00          25.61          36.23          23.39          26.71
        -129.50          31.23           7.27           0.00           0.00           0.00          25.67          36.15          25.51          25.02
        -129.40          30.56          14.28           0.00           0.00           0.00          25.70          36.10          22.68          26.14
        -129.30          29.72          24.70           0.00           0.00           0.00          25.63          35.87          20.18          26.11
        -129.20          30.40          27.61           0.00           0.00           0.00          25.72          35.78          23.28          25.81
        -129.10          30.20          28.68           0.00           0.00           0.00          25.69          35.63          22.68          25.98
        -129.00          31.21          11.24           0.00           0.00           0.00           0.00          35.25          20.03          26.34
        -128.90          34.16          -5.00           0.00           0.00           0.00           0.00          35.69          19.73          25.62
        -128.80          34.25          -2.52           0.00           0.00           0.00           0.00          35.49          21.66          25.31
        -128.70          33.60           5.02           0.00           0.00           0.00           0.00          35.79          25.15          26.80
        -128.60          32.00           2.25           0.00           0.00           0.00           0.00          35.92          22.35          26.41
        -128.50          32.14          -3.34           0.00           0.00           0.00           0.00          36.42          21.32          27.15
        -128.40          31.49          -3.82           0.00           0.00           0.00           0.00          37.67          23.39          26.29
        -128.30          33.83           9.74           0.00           0.00           0.00           0.00          35.48          23.44          25.85
        -128.20          34.92          -5.20           0.00           0.00           0.00           0.00          35.34          20.85          25.67
        -128.10          34.41           0.82           0.00           0.00           0.00           0.00          35.25          21.31          26.36
        -128.00          34.32          -1.32           0.00           0.00           0.00           0.00          35.05          21.78          26.35
        -127.90          33.08          -3.61           0.00           0.00           0.00           0.00          35.07          20.40          26.32
        -127.80          32.55          -4.61           0.00           0.00           0.00           0.00          34.92          23.77          27.00
        -127.70          33.82           2.14           0.00           0.00           0.00           0.00          35.31          24.51          25.90
        -127.60          33.81          10.80           0.00           0.00           0.00           0.00          35.19          23.91          27.01
        -127.50          32.58           5.27           0.00           0.00           0.00           0.00          35.24          19.82          26.02
        -127.40          32.82           5.97           0.00           0.00           0.00           0.00          35.05          25.92          26.90
        -127.30          31.85           7.49           0.00           0.00           0.00           0.00          35.14          29.87          26.96
        -127.20          32.07           7.63           0.00           0.00           0.00           0.00          35.57          24.62          25.74
        -127.10          31.97          17.83           0.00           0.00           0.00           0.00          34.67          22.70          25.78
        -127.00          31.79          27.58           0.00           0.00           0.00           0.00          35.14          27.51          24.16
        -126.90          30.67          26.58           0.00           0.00           0.00           0.00          34.82          27.21          26.95
        -126.80          32.93          24.86           0.00           0.00           0.00           0.00          35.31          27.66          26.71
        -126.70          33.55           7.78           0.00           0.00           0.00           0.00          34.69          23.82          25.35
        -126.60          32.13          12.23           0.00           0.00           0.00           0.00          35.09          20.66          25.84
        -126.50          30.30          17.49           0.00           0.00           0.00           0.00          34.62          17.23          26.10
        -126.40          32.79          17.17           0.00           0.00           0.00           0.00          34.66          24.82          26.92
        -126.30          33.46          16.23           0.00           0.00           0.00           0.00          34.63          29.60          27.16
        -126.20          32.97           9.07           0.00           0.00           0.00           0.00          34.04          24.49          26.80
        -126.10          32.57          -2.82           0.00           0.00           0.00           0.00          34.55          24.18          26.72
        -126.00          31.97          13.10           0.00           0.00           0.00           0.00          34.47          21.15          25.86
        -125.90          33.46          15.53           0.00           0.00           0.00           0.00          34.40          17.61          26.58
        -125.80          33.74          25.01           0.00           0.00           0.00           0.00          34.69          21.49          27.01
        -125.70          33.28          25.39           0.00           0.00           0.00           0.00          34.48          24.39          25.07
        -125.60          31.80          22.21           0.00           0.00           0.00           0.00          34.28          23.94          24.58
        -125.50          32.83          35.18           0.00           0.00           0.00           0.00          34.58          25.39          23.26
        -125.40          31.77          16.96           0.00           0.00           0.00           0.00          34.31          27.13          23.02
        -125.30          32.94          32.77           0.00           0.00           0.00           0.00          34.45          29.13          24.68
        -125.20          34.49          33.16           0.00           0.00           0.00           0.00          34.30          27.27          24.94
        -125.10          32.04          38.43           0.00           0.00           0.00           0.00          34.33          26.59          24.90
        -125.00          31.69          50.75           0.00           0.00           0.00           0.00          34.29          22.34          26.28
        -124.90          31.65          51.14           0.00           0.00           0.00           0.00          34.12          20.16          26.50
        -124.80          31.35          40.72           0.00           0.00           0.00           0.00          33.96          24.93          28.92
        -124.70          33.10          37.99           0.00           0.00           0.00           0.00          33.59          24.25          30.12
        -124.60          35.38          41.70           0.00           0.00           0.00           0.00          33.93          29.33          28.86
        -124.50          33.80          31.26           0.00           0.00           0.00          15.24          34.04          28.09          28.15
        -124.40          32.98          25.34           0.00           0.00           0.00          18.43          34.36          20.63          26.80
        -124.30          31.88          15.67           0.00           0.00           0.00          18.80          34.55          22.84          25.33
        -124.20          32.04          23.40           0.00           0.00           0.00          19.14          34.49          19.74          25.76
        -124.10          32.24          21.62           0.00           0.00           0.00          19.49           0.00          19.34          28.25
        -124.00          32.98          19.29           0.00           0.00           0.00          19.88           0.00          28.28          27.99
        -123.90          31.21          16.90           0.00           0.00           0.00          21.05           0.00          26.85          28.00
        -123.80          32.67          -2.43           0.00           0.00           0.00          20.00           0.00          26.69          27.24
        -123.70          31.98           2.26           0.00           0.00           0.00          19.94           0.00          24.87          25.94
        -123.60          32.81          14.38           0.00           0.00           0.00          20.30           0.00          22.85          25.98
        -123.50          33.84          21.57           0.00           0.00           0.00          20.64           0.00          23.51          26.89
        -123.40          33.37          13.81           0.00           0.00           0.00          21.24           0.00          24.30          26.90
        -123.30          33.62           8.85           0.00           0.00           0.00          21.70           0.00          28.56          25.33
        -123.20          32.65           7.18           0.00           0.00           0.00          22.34           0.00          30.23          26.12
        -123.10          32.16           4.77           0.00           0.00           0.00          22.57           0.00          29.28          25.94
        -123.00          30.52          18.07           0.00           0.00           0.00          22.96           0.00          27.44          25.01
        -122.90          31.47          20.14           0.00           0.00           0.00          23.31           0.00          26.29          25.36
        -122.80          31.95          20.10           0.00           0.00           0.00          23.73           0.00          26.31          26.98
        -122.70          32.78          23.04           0.00           0.00           0.00          24.35           0.00          23.18          27.49
        -122.60          32.12          12.31           0.00           0.00           0.00          24.66           0.00          22.77          26.14
        -122.50          32.12          25.03           0.00           0.00           0.00          25.05           0.00          25.38          26.21
        -122.40          31.54          44.71           0.00           0.00           0.00          25.03           0.00          24.07          26.17
        -122.30          33.14          53.02           0.00           0.00           0.00          25.10           0.00          28.22          25.50
        -122.20          32.51          48.20           0.00           0.00           0.00          25.06           0.00          27.13          25.29
        -122.10          30.67          46.37           0.00           0.00           0.00          25.46           0.00          26.51          25.77
        -122.00          30.48          25.67           0.00           0.00           0.00          25.62           0.00          22.38          27.23
        -121.90          32.09          22.13           0.00           0.00           0.00          25.60           0.00          21.67          27.51
        -121.80          32.83          31.31           0.00           0.00           0.00          25.60           0.00          28.68          28.41
        -121.70          32.62          18.43           0.00           0.00           0.00          25.55           0.00          25.30          28.76
        -121.60          31.40          17.58           0.00           0.00           0.00          25.65           0.00          25.13          27.69
        -121.50          30.79          40.04           0.00           0.00           0.00          25.79           0.00          29.62          27.22
        -121.40          31.18          42.54           0.00           0.00           0.00          25.95           0.00          28.90          26.83
        -121.30          32.65          25.18           0.00           0.00           0.00          26.14           0.00          21.23          26.89
        -121.20          30.11          17.89           0.00           0.00           0.00          26.04           0.00          20.34          24.77
        -121.10          30.39          27.12           0.00           0.00           0.00          25.98           0.00          22.32          25.59
        -121.00          32.17          37.89           0.00           0.00           0.00          25.79           0.00          21.02          25.02
        -120.90          33.07          34.54           0.00           0.00           0.00          25.78           0.00          21.40          25.73
        -120.80          31.51          18.53           0.00           0.00           0.00          25.79           0.00          26.71          24.89
        -120.70          31.07          22.07           0.00           0.00           0.00          25.80           0.00          24.52          24.27
        -120.60          32.07          29.47           0.00           0.00           0.00          25.82           0.00          22.00          25.81
        -120.50          30.94          29.94           0.00           0.00           0.00          25.60           0.00          23.25          26.25
        -120.40          32.62          16.93           0.00           0.00           0.00          25.48           0.00          25.36          25.99
        -120.30          33.81          23.90           0.00           0.00           0.00          25.51           0.00          26.51          25.68
        -120.20          32.47           1.62           0.00           0.00           0.00          25.31           0.00          25.05          25.97
        -120.10          32.13          20.40           0.00           0.00           0.00          25.33           0.00          22.43          26.30
        -120.00          33.75           6.98           0.00           0.00           0.00          25.37           0.00          26.71          25.43
        -119.90          31.48          -0.64           0.00           0.00           0.00          25.39           0.00          26.91          24.88
        -119.80          31.12           9.71           0.00           0.00           0.00          25.26           0.00          23.27          25.08
        -119.70          32.67          17.38           0.00           0.00           0.00          25.24           0.00          21.03          25.05
        -119.60          31.55          16.24           0.00           0.00           0.00          25.41           0.00          22.17          25.10
        -119.50          31.87          24.07           0.00           0.00           0.00          25.36           0.00          27.71          24.38
        -119.40          30.52          27.41           0.00           0.00           0.00          25.25           0.00          28.61          23.74
        -119.30          32.11          38.18           0.00           0.00           0.00          25.31           0.00          26.47          25.47
        -119.20          31.57          40.81           0.00           0.00           0.00          25.38           0.00          26.31          24.63
        -119.10          31.91          32.82           0.00           0.00           0.00          25.53           0.00          23.07          25.20
        -119.00          31.15          12.31           0.00           0.00           0.00          25.47           0.00          17.38          26.86
        -118.90          31.03          19.34           0.00           0.00           0.00          25.37           0.00          18.15          27.34
        -118.80          30.64           9.91           0.00           0.00           0.00          25.49           0.00          22.40          27.61
        -118.70          30.87          -2.96           0.00           0.00           0.00          25.49           0.00          27.41          26.88
        -118.60          30.42           1.33           0.00           0.00           0.00          25.18           0.00          23.13          27.12
        -118.50          28.40          23.35           0.00           0.00           0.00          25.02           0.00          19.29          26.41
        -118.40          30.17          14.67           0.00           0.00           0.00          24.86           0.00          21.65          25.30
        -118.30          27.30           0.94           0.00           0.00           0.00          25.01           0.00          30.40          25.05
        -118.20          30.78           6.14           0.00           0.00           0.00          24.64           0.00          32.11          25.63
        -118.10          28.67          16.63         -71.57           0.00           0.00          23.95           0.00          26.66          26.31
        -118.00          29.90          17.41         -75.27           0.00           0.00           0.00           0.00          21.83          25.40
        -117.90          32.71           9.33         -66.72           0.00           0.00           0.00           0.00          21.92          25.35
        -117.80          31.50           7.62         -63.37           0.00           0.00           0.00           0.00          26.57          26.88
        -117.70          29.65          36.69         -45.98           0.00           0.00           0.00           0.00          29.61          26.75
        -117.60          28.98          19.83         -26.58           0.00           0.00           0.00           0.00          21.65          27.55
        -117.50          31.04          16.37         -15.19           0.00           0.00           0.00           0.00          14.89          26.71
        -117.40          31.09          -4.58           5.30           0.00           0.00           0.00           0.00          18.07          25.90
        -117.30          31.38         -20.48          17.22           0.00           0.00           0.00           0.00          19.83          25.76
        -117.20          31.61          -0.89          18.36           0.00           0.00           0.00           0.00          18.22          25.79
        -117.10          29.86          24.12          19.88           0.00           0.00           0.00           0.00          18.48          24.81
        -117.00          30.41          37.58          21.45           0.00           0.00           0.00           0.00          18.57          24.64
        -116.90          31.33          39.91          19.22           0.00           0.00           0.00           0.00          22.68          24.81
        -116.80          31.17          34.16          25.23           0.00           0.00           0.00           0.00          23.48          25.97
        -116.70          31.03          25.90          21.95           0.00           0.00           0.00           0.00          24.39          25.20
        -116.60          32.59          17.09          19.57           0.00           0.00           0.00           0.00          24.79          25.34
        -116.50          34.15          10.47          22.85           0.00           0.00           0.00           0.00          24.24          26.07
        -116.40          30.40           4.28          22.67           0.00           0.00           0.00           0.00          25.80          25.47
        -116.30          30.41           5.56          20.55           0.00           0.00           0.00           0.00          23.29          25.62
        -116.20          31.72           6.35          27.79           0.00           0.00           0.00           0.00          25.75          25.94
        -116.10          30.27           7.20          27.55           0.00           0.00           0.00           0.00          27.10          25.99
        -116.00          31.20           0.16          19.40           0.00           0.00           0.00           0.00          21.16          25.76
        -115.90          31.65          14.92          23.25           0.00           0.00           0.00           0.00          22.24          27.46
        -115.80          31.58          18.21          20.00           0.00           0.00           0.00           0.00          25.44          27.02
        -115.70          29.61          16.44          21.20           0.00           0.00           0.00           0.00          27.22          27.13
        -115.60          30.78          29.25          17.65           0.00           0.00           0.00           0.00          26.34          26.87
        -115.50          32.11          35.15          18.77           0.00           0.00           0.00           0.00          31.40          26.27
        -115.40          31.22          21.45          22.35           0.00           0.00           0.00           0.00          28.14          27.30
        -115.30          33.38          14.60          22.72           0.00           0.00           0.00           0.00          24.74          26.33
        -115.20          31.17          23.31          21.64           0.00           0.00           0.00           0.00          23.19          25.67
        -115.10          29.41          28.18          26.45           0.00           0.00           0.00           0.00          21.67          26.32
        -115.00          28.94          13.00          25.26           0.00           0.00           0.00           0.00          23.01          25.48
        -114.90          31.31          12.10          19.08           0.00           0.00           0.00           0.00          23.58          25.30
        -114.80          32.36          18.51          22.24           0.00           0.00           0.00           0.00          28.99          25.70
        -114.70          29.53          39.22          17.29           0.00           0.00           0.00           0.00          29.10          25.55
        -114.60          31.62          27.71          21.11           0.00           0.00           0.00           0.00          25.54          25.85
        -114.50          31.74          32.70          23.12           0.00           0.00           0.00           0.00          27.11          26.07
        -114.40          33.09          46.05          24.44           0.00           0.00           0.00           0.00          26.96          25.60
        -114.30          31.64          38.00          22.37           0.00           0.00           0.00           0.00          28.12          26.62
        -114.20          30.48          37.51          19.53           0.00           0.00           0.00          27.84          30.64          27.69
        -114.10          30.16          42.69          23.19           0.00           0.00           0.00          28.28          23.56          27.47
        -114.00          30.04          19.73          21.27           0.00           0.00           0.00          28.55          18.47          27.02
        -113.90          31.15           6.99          27.19           0.00           0.00           0.00          28.38          18.54          26.12
        -113.80          30.47          20.92          26.84           0.00           0.00           0.00          28.47          21.09          25.85
        -113.70          31.43          38.97          22.82           0.00           0.00           0.00          28.16          24.22          25.78
        -113.60          30.96          18.52          26.66           0.00           0.00           0.00          28.20          27.14          24.17
        -113.50          31.76          23.43          28.61           0.00           0.00           0.00          28.59          29.38          25.56
        -113.40          30.28          25.55          28.40           0.00           0.00           0.00          28.61          26.24          24.29
        -113.30          32.16          37.24          29.14           0.00           0.00           0.00          28.58          17.82          24.57
        -113.20          33.86          17.48          33.17           0.00           0.00           0.00          28.53          21.78          25.22
        -113.10          31.26          16.95          26.47           0.00           0.00           0.00          29.17          22.70          24.23
        -113.00          32.07          28.41          24.76           0.00           0.00           0.00          28.81          22.48          26.44
        -112.90          31.50          40.16          26.28           0.00           0.00          18.10          28.35          20.44          27.72
        -112.80          30.73           6.99          24.48           0.00           0.00          21.24          28.72          19.00          27.32
        -112.70          32.66         -14.90          24.88           0.00           0.00          21.64          28.29          22.31          27.47
        -112.60          30.82          -0.20          25.27           0.00           0.00          21.97          28.53          20.90          28.46
        -112.50          31.48          19.22          25.48           0.00           0.00          22.34          28.53          20.09          27.94
        -112.40          31.44          13.25          23.09           0.00           0.00          23.04          28.74          26.83          26.32
        -112.30          31.72          32.16          27.57           0.00           0.00          22.09          28.81          27.95          26.58
        -112.20          31.33          18.57          25.89           0.00           0.00          21.85          29.27          24.67          25.66
        -112.10          32.13          13.11          20.50           0.00           0.00          21.90          29.53          20.89          25.75
        -112.00          30.87          17.68          22.69           0.00           0.00          22.14          29.25          18.19          25.84
        -111.90          30.33          14.31          26.03           0.00           0.00          22.49          28.83          20.42          26.20
        -111.80          33.79          12.12          32.11           0.00           0.00          22.88          28.96          24.56          26.67
        -111.70          34.24           9.09          26.73           0.00           0.00          23.65          29.41          26.73          27.30
        -111.60          34.33           8.71          28.80           0.00           0.00          24.32          28.98          26.37          28.63
        -111.50          32.70          25.60          23.91           0.00           0.00          24.52          29.25          18.42          26.21
        -111.40          33.04          17.07          22.42           0.00           0.00          24.78          29.64          18.21          27.82
        -111.30          34.82          15.54          24.20           0.00           0.00          24.93          29.68          21.07          26.21
        -111.20          32.35          20.35          16.44           0.00           0.00          25.04          29.32          25.17          26.46
        -111.10          31.00          24.74          14.16           0.00           0.00          25.15          29.10          25.13          26.47
        -111.00          33.19          26.96           5.82           0.00           0.00          25.53          29.46          25.37          26.85
        -110.90          31.47          43.08           9.00           0.00           0.00          25.63          30.02          24.43          27.33
        -110.80          33.34          36.43           9.68           0.00           0.00          25.66          29.62          27.47          27.18
        -110.70          34.48          47.94           0.98           0.00           0.00          25.78          29.68          28.91          26.51
        -110.60          35.42          62.03          -3.58           0.00           0.00          25.88          29.89          25.70          25.90
        -110.50          33.98          41.57          -0.65           0.00           0.00          26.01          29.97          22.14          26.52
        -110.40          33.37          28.93         -11.42           0.00           0.00          26.22          30.46          19.72          27.33
        -110.30          34.06          26.16         -18.58           0.00           0.00          26.46          30.26          20.03          26.58
        -110.20          33.82          39.48         -21.29           0.00           0.00          26.28          30.58          20.41          26.54
        -110.10          31.43          41.93         -22.47           0.00           0.00          26.18          30.32          21.67          27.05
        -110.00          31.64          37.52         -32.56           0.00           0.00          26.26          30.62          17.96          28.42
        -109.90          35.39          26.37         -30.57           0.00           0.00          26.34          30.26           8.27          28.11
        -109.80          33.92          13.76         -27.69           0.00           0.00          26.43          30.71          11.46          28.32
        -109.70          31.24          10.61         -22.69           0.00           0.00          26.45          30.35          19.31          27.68
        -109.60          34.87          -9.46         -25.42           0.00           0.00          26.79          30.22          28.74          25.95
        -109.50          33.28         -17.41         -26.41           0.00           0.00          26.51          30.43          27.08          27.25
        -109.40          33.99           1.84         -18.55           0.00           0.00          26.30          30.42          22.12          27.70
        -109.30          34.62          30.99         -19.78           0.00           0.00          26.45          30.49          18.71          26.62
        -109.20          34.46           8.51         -14.67           0.00           0.00          26.63          30.97          25.35          27.62
        -109.10          33.86           7.27         -12.08           0.00           0.00          26.83          30.76          26.35          27.50
        -109.00          34.86          14.78          -6.10           0.00           0.00          27.04          30.79          26.94          26.87
        -108.90          33.14           5.04          -1.79           0.00           0.00          27.24          31.14          24.64          26.11
        -108.80          33.26          -0.07          10.92           0.00           0.00          27.40          31.25          20.34          26.01
        -108.70          34.39           3.13          16.00           0.00           0.00          27.20          30.98          20.35          26.41
        -108.60          36.45           8.96          16.61           0.00           0.00          26.95          30.77          20.02          26.02
        -108.50          35.34          21.25          23.07           0.00           0.00          26.95          31.71          16.34          26.50
        -108.40          36.82          18.93          24.73           0.00           0.00          26.94          31.85          18.12          27.75
        -108.30          36.46           8.07          30.99           0.00           0.00          26.96          31.92          24.35          26.99
        -108.20          34.24          16.39          40.28           0.00           0.00          27.03          32.31          24.28          28.40
        -108.10          35.47          19.95          46.00           0.00           0.00          27.16          31.10          19.32          28.19
        -108.00          35.12          31.16          45.70           0.00           0.00          27.13          31.52          13.84          26.87
        -107.90          35.58          30.53          47.32           0.00           0.00          27.31          32.01          18.53          26.74
        -107.80          34.42          17.42          49.96           0.00           0.00          26.82          32.09          24.04          27.03
        -107.70          36.10          20.59          52.13           0.00           0.00          26.75          31.95          22.57          27.37
        -107.60          36.12          15.35          56.56           0.00           0.00          26.86          32.29          24.50          27.02
        -107.50          34.72           9.47          71.18           0.00           0.00          27.04          31.59          22.61          27.01
        -107.40          34.45          37.23          55.22           0.00           0.00          27.27          32.24          21.37          26.01
        -107.30          35.90          42.37          64.10           0.00           0.00          27.64          32.80          19.02          25.59
        -107.20          37.22          19.84          70.70           0.00           0.00          28.24          32.39          22.57          25.79
        -107.10          36.34          31.53          69.39           0.00           0.00          27.47          32.05          20.45          26.73
        -107.00          35.40          25.35          64.77           0.00           0.00           0.00          32.49          20.87          28.26
        -106.90          34.41          15.08          66.27           0.00           0.00           0.00          32.92          22.66          29.64
        -106.80          36.17          29.45          66.08           0.00           0.00           0.00          33.04          24.77          29.76
        -106.70          35.45          21.06          72.85           0.00           0.00           0.00          32.73          24.45          30.79
        -106.60          36.80          18.20          76.33           0.00           0.00           0.00          33.48          28.07          30.16
        -106.50          35.33          12.79          68.16           0.00           0.00           0.00          33.79          26.52          29.27
        -106.40          35.69          19.54          75.56           0.00           0.00           0.00          33.63          26.88          27.80
        -106.30          34.21          27.09          79.65           0.00           0.00           0.00          33.23          26.58          27.56
        -106.20          33.65          13.73          76.44           0.00           0.00           0.00          33.92          25.82          27.89
        -106.10          36.57           0.83          73.38           0.00           0.00           0.00          33.47          18.00          27.58
        -106.00          34.99           8.21          79.49           0.00           0.00           0.00          33.23          18.11          27.30
        -105.90          35.60          20.98          78.68           0.00           0.00           0.00          33.59          18.27          26.83
        -105.80          36.75          19.57          77.82           0.00           0.00           0.00          33.52          17.51          26.58
        -105.70          35.42          40.61          82.13           0.00           0.00           0.00          33.82          19.20          28.05
        -105.60          36.28          37.37          78.40           0.00           0.00           0.00          34.52          19.57          28.52
        -105.50          34.50          33.37          72.28           0.00           0.00           0.00          34.80          20.00          29.47
        -105.40          33.88          33.32          70.30           0.00           0.00           0.00          34.42          26.12          27.56
        -105.30          34.95          37.06          71.23           0.00           0.00           0.00          34.53          26.23          27.35
        -105.20          35.75          24.04          67.89           0.00           0.00           0.00          35.06          21.22          28.28
        -105.10          34.62          42.89          62.25           0.00           0.00           0.00          34.54          21.31          28.89
        -105.00          35.03          42.71          59.95           0.00           0.00           0.00          34.88          19.04          29.48
        -104.90          33.47          -8.47          58.86           0.00           0.00           0.00          34.92          23.64          29.07
        -104.80          35.46         -16.15          50.58           0.00           0.00           0.00          35.55          21.07          30.01
        -104.70          37.25         -37.86          46.75           0.00           0.00           0.00          35.57          18.71          29.40
        -104.60          34.97         -12.50          38.23           0.00           0.00           0.00          35.40          19.53          28.84
        -104.50          34.55          -0.83          31.13           0.00           0.00           0.00          35.54          24.99          28.31
        -104.40          34.87          11.98          32.22           0.00           0.00           0.00          35.49          21.43          29.23
        -104.30          33.50          45.46          25.93           0.00           0.00           0.00          35.70          21.52          30.01
        -104.20          32.78          22.29          26.83           0.00           0.00           0.00          35.83          22.36          29.96
        -104.10          34.36           0.00          14.41           0.00           0.00           0.00          35.96          23.96          30.98
        -104.00          34.68           0.00          13.67           0.00           0.00           0.00          36.29          23.39          29.92
        -103.90          33.34           0.00           8.24           0.00           0.00           0.00          36.81          17.52          29.08
        -103.80          34.09           0.00           1.18           0.00           0.00           0.00          36.79          23.59          28.77
        -103.70          35.40           0.00          -5.02           0.00           0.00           0.00          36.97          24.58          29.84
        -103.60          35.52           0.00         -10.77           0.00           0.00           0.00          37.17          22.53          29.54
        -103.50          35.15           0.00         -13.93           0.00           0.00           0.00          36.86          22.09          28.12
        -103.40          35.37           0.00         -19.60           0.00           0.00           0.00          36.73          21.69          28.75
        -103.30          34.38           0.00         -19.13           0.00           0.00           0.00          37.14          26.37          29.46
        -103.20          33.93           0.00         -35.47           0.00           0.00           0.00          37.43          21.02          29.60
        -103.10          34.99           0.00         -27.64           0.00           0.00           0.00          37.07          19.02          29.65
        -103.00          34.39           0.00         -39.11           0.00           0.00           0.00          37.09          19.24          28.98
        -102.90          33.85           0.00         -31.68           0.00           0.00           0.00          36.97          21.12          30.96
        -102.80          34.85           0.00         -33.35           0.00           0.00           0.00          37.07          24.52          29.64
        -102.70          34.76           0.00         -34.51           0.00           0.00           0.00          37.32          23.41          28.15
        -102.60          35.22           0.00         -38.50           0.00           0.00          18.36          37.20          22.26          28.36
        -102.50          35.70           0.00         -32.25           0.00           0.00          19.48          37.21          23.31          29.73
        -102.40          35.30           0.00         -30.68           0.00           0.00          20.81          37.34          23.77          29.77
        -102.30          35.39           0.00         -22.19           0.00           0.00          21.45          37.37          26.25          30.48
        -102.20          36.69           0.00         -25.17           0.00           0.00          21.63          37.55          23.93          28.25
        -102.10          35.57           0.00         -15.07           0.00           0.00          21.72          37.58          22.24          28.99
