Co-rotating                                                         Phase-Corrected Normal Equivalent Width (m)
Longitude                Rev 201        Rev 206         Rev 211        Rev 212        Rev 218        Rev 228        Rev 231       Rev 231        Rev 233        
(degrees)                DRNGMOV        DRLPMOV         DRCLOSE        DRCLOSE        HPLELR         HPLELR         DRCLOSE       FNTHPMOV       FNTHPMOV  
==========================================================================================================================================================
          -5.70          51.93          46.73          44.10           0.00          42.04           0.00           0.00          42.08          55.63
          -5.60          51.60          47.03          39.64           0.00          43.01           0.00           0.00          45.75          72.32
          -5.50          48.38          44.56          35.36           0.00          44.12           0.00           0.00          40.99          64.62
          -5.40          47.89          38.34          40.15           0.00          45.35           0.00           0.00          45.08          57.23
          -5.30          51.61          38.75          36.37           0.00          46.20           0.00           0.00          41.41          56.95
          -5.20          52.60          38.92          41.13           0.00          46.24           0.00           0.00          42.62          56.97
          -5.10          50.74          37.26          44.41           0.00          46.20           0.00           0.00          44.75          56.93
          -5.00          49.61          40.00          45.38           0.00          46.22           0.00           0.00          44.73          57.11
          -4.90          45.47          39.25          39.75           0.00          46.27           0.00           0.00          44.25          56.57
          -4.80          47.58          43.66          40.27           0.00          46.36           0.00           0.00          45.53          56.58
          -4.70          49.63          48.47          39.91           0.00          46.47           0.00           0.00          44.84          55.14
          -4.60          47.74          37.23          35.51           0.00          46.61           0.00           0.00          41.29          54.87
          -4.50          48.05          31.38          40.91           0.00          46.70           0.00           0.00          42.08          54.83
          -4.40          51.37          36.24          46.07           0.00          46.88           0.00           0.00          43.05          54.77
          -4.30          51.53          35.48          42.62           0.00          47.10           0.00           0.00          48.47          55.19
          -4.20          49.61          29.14          42.64           0.00          47.30           0.00           0.00          45.67          56.06
          -4.10          48.40          25.75          42.06           0.00          47.34           0.00           0.00          47.42          55.03
          -4.00          49.40          18.07          46.14           0.00          47.48           0.00           0.00          50.49          54.85
          -3.90          47.91          11.86          49.72           0.00          46.89           0.00           0.00          47.38          55.44
          -3.80          46.94          13.08          46.56           0.00          46.42           0.00           0.00          47.27          54.05
          -3.70          44.78          19.57          49.86           0.00          46.12           0.00           0.00          51.08          54.30
          -3.60          47.23          32.88          44.36           0.00          45.95           0.00           0.00          51.04          53.89
          -3.50          44.61          33.50          51.04           0.00          45.83          36.87           0.00          51.75          55.20
          -3.40          44.35          27.89          51.58           0.00          45.83          40.99           0.00          53.94          55.21
          -3.30          47.75          28.18          48.48           0.00          45.92          43.63           0.00          50.49          55.44
          -3.20          49.69          16.59          45.73           0.00          46.00          44.47           0.00          47.65          55.30
          -3.10          47.89          21.57          48.06           0.00          46.14          45.47           0.00          47.13          54.60
          -3.00          49.39          37.87          50.48           0.00          46.27          45.87           0.00          46.62          54.41
          -2.90          49.21          38.69          43.59           0.00          46.20          46.23           0.00          48.12          56.14
          -2.80          50.01          32.36          38.24           0.00          45.24          46.78           0.00          48.78          56.99
          -2.70          48.67          30.62          48.54           0.00          43.87          45.23           0.00          51.92          57.57
          -2.60          49.03          29.02          41.00           0.00          42.55          46.14           0.00          48.53          57.43
          -2.50          46.36          40.66          40.46           0.00          40.49          47.00           0.00          51.02          56.22
          -2.40          49.25          43.31          44.39           0.00          38.12          48.54           0.00          57.13          55.83
          -2.30          48.31          31.37          36.37           0.00          35.29          48.88           0.00          52.21          57.73
          -2.20          48.02          31.49          33.91           0.00          33.11          49.28           0.00          48.01          57.08
          -2.10          47.16          34.36          39.06           0.00          31.11          49.54           0.00          47.54          55.79
          -2.00          47.01          40.40          38.24           0.00          28.97          50.05           0.00          47.08          54.29
          -1.90          45.46          40.05          38.53           0.00          27.74          49.96           0.00          54.79          55.71
          -1.80          47.35          27.29          33.58           0.00          27.53          50.48           0.00          54.91          55.56
          -1.70          44.91          11.22          33.47           0.00           0.00          51.18           0.00          51.29          56.35
          -1.60          47.43          20.11          36.58           0.00           0.00          51.41           0.00          53.46          56.32
          -1.50          48.31          29.08          32.75           0.00           0.00          51.88           0.00          54.39          56.75
          -1.40          47.36          40.58          38.51           0.00           0.00          52.34           0.00          53.55          56.71
          -1.30          48.37          24.37          35.69           0.00           0.00          52.65           0.00          51.18          57.38
          -1.20          47.89          18.53          36.90           0.00           0.00          52.56           0.00          57.42          57.55
          -1.10          48.27          14.62          30.88           0.00           0.00          53.15           0.00          62.76          58.77
          -1.00          49.19          26.31          34.81           0.00           0.00          53.04           0.00          51.13          59.13
          -0.90          46.68          21.37          35.98           0.00           0.00          53.16           0.00          49.29          57.95
          -0.80          48.69          16.84          35.97           0.00           0.00          53.39           0.00          46.58          58.07
          -0.70          47.84          24.96          34.12           0.00           0.00          53.64           0.00          52.56          56.83
          -0.60          47.87          38.39          31.53           0.00           0.00          53.64           0.00          59.34          57.84
          -0.50          45.35          44.29          27.94           0.00           0.00          53.97           0.00          57.05          58.80
          -0.40          44.93          37.16          36.83           0.00           0.00          54.31           0.00          58.44          60.47
          -0.30          44.24          30.77          30.17           0.00           0.00          54.63           0.00          56.84          62.09
          -0.20          44.85          38.05          27.69           0.00           0.00          55.16           0.00          56.05          61.06
          -0.10          44.80          35.02          28.39           0.00           0.00          55.74           0.00          54.37          60.97
           0.00          39.96          24.05          23.87           0.00           0.00          45.05           0.00          41.97          48.04
           0.10          46.58          19.68          31.82           0.00           0.00          56.74           0.00          57.45          59.69
           0.20          46.23          30.70          28.16           0.00           0.00          56.88           0.00          60.35          59.89
           0.30          45.99          42.33          30.70           0.00           0.00          57.44           0.00          57.06          58.97
           0.40          45.72          37.01          29.41           0.00           0.00          57.47           0.00          53.41          59.95
           0.50          45.09          18.58          30.03           0.00           0.00          58.03           0.00          60.90          60.03
           0.60          47.77          14.45          29.03           0.00           0.00          58.65           0.00          63.43          60.50
           0.70          49.77          24.52          27.88           0.00           0.00          59.26           0.00          60.49          62.92
           0.80          45.98          28.00          27.06           0.00           0.00          59.82           0.00          63.74          64.76
           0.90          45.50          27.10          27.33           0.00           0.00          60.03           0.00          61.97          63.98
           1.00          46.87          24.50          26.75           0.00           0.00          59.95           0.00          59.35          64.00
           1.10          46.24          31.81          29.92           0.00           0.00          59.67           0.00          55.13          63.99
           1.20          45.85          18.89          24.31           0.00           0.00          59.28           0.00          58.83          63.41
           1.30          47.12          21.17          29.27           0.00           0.00          59.23           0.00          57.80          63.55
           1.40          43.17          24.64          32.78           0.00           0.00          59.18           0.00          54.12          65.07
           1.50          41.27          28.36          33.31           0.00           0.00          59.01           0.00          63.06          66.33
           1.60          42.73          28.33          28.26           0.00           0.00          59.46           0.00          65.63          66.21
           1.70          45.24          19.35          29.50           0.00           0.00          57.98           0.00          64.08          65.81
           1.80          44.69          11.02          32.58           0.00           0.00          57.39           0.00          66.99          66.58
           1.90          49.67          20.78          37.50           0.00           0.00          55.77           0.00          68.04          68.22
           2.00          47.71          23.87          26.98           0.00           0.00          54.40           0.00          66.86          67.64
           2.10          45.71          26.32          29.85           0.00           0.00          53.25           0.00          64.38          68.68
           2.20          45.06          30.03          30.59           0.00           0.00          52.40           0.00          54.46          68.32
           2.30          48.13          34.09          28.72           0.00           0.00          50.64           0.00          55.86          83.48
           2.40          46.89          35.56          30.34           0.00           0.00          48.72           0.00          58.54          90.64
           2.50          45.60          40.81          32.22           0.00           0.00          51.19           0.00          55.35          69.76
           2.60          47.47          40.78          30.87           0.00           0.00          51.34           0.00          63.04          66.47
           2.70          43.94          33.24          30.79           0.00           0.00          48.63           0.00          63.80          63.78
           2.80          44.30          35.99          25.78           0.00           0.00          45.15           0.00          57.54          62.86
           2.90          46.54          40.03          31.73           0.00           0.00           0.00           0.00          55.58          63.20
           3.00          44.24          32.45          68.82           0.00           0.00           0.00           0.00          56.89          62.23
           3.10          44.43          27.30          29.12           0.00           0.00           0.00           0.00          59.05          62.68
           3.20          47.84          24.61          28.69           0.00           0.00           0.00           0.00          54.93          62.35
           3.30          46.00          27.58          28.52           0.00           0.00           0.00           0.00          58.24          61.21
           3.40          45.49          20.68          26.52           0.00           0.00           0.00           0.00          47.89          60.88
           3.50          47.32          12.70          23.32           0.00           0.00           0.00           0.00          48.14          58.36
           3.60          47.57          26.57          32.31           0.00           0.00           0.00           0.00          52.61          54.97
           3.70          47.16          26.76          29.58           0.00           0.00           0.00           0.00          50.86          54.03
           3.80          49.32          23.86          29.74           0.00           0.00           0.00           0.00          49.65          53.99
           3.90          43.87          35.91          31.84           0.00           0.00           0.00           0.00          50.47          51.70
           4.00          45.53          32.89          42.70           0.00           0.00           0.00           0.00          53.97          49.74
           4.10          47.94          36.87          34.32           0.00           0.00           0.00           0.00          52.51          51.04
           4.20          47.41          40.25          28.10           0.00           0.00           0.00           0.00          50.53          50.49
           4.30          45.81          19.43          27.52           0.00           0.00           0.00           0.00          46.47          49.96
           4.40          43.12          12.47          21.40           0.00           0.00           0.00           0.00          50.34          50.32
           4.50          47.47           6.61          19.34           0.00           0.00           0.00           0.00          49.68          50.20
           4.60          48.23          22.87           0.00           0.00           0.00           0.00           0.00          49.98          49.17
           4.70          49.43          41.82           0.00           0.00           0.00           0.00           0.00          46.84          51.40
           4.80          46.94          37.75           0.00           0.00           0.00           0.00           0.00          48.46          49.68
           4.90          46.82          25.41           0.00           0.00           0.00           0.00           0.00          50.73          51.48
           5.00          45.31          25.76           0.00           0.00           0.00           0.00           0.00          49.72          50.21
           5.10          48.22          27.52           0.00           0.00           0.00           0.00           0.00          49.20          49.32
           5.20          50.70          21.74           0.00           0.00           0.00           0.00           0.00          47.75          48.51
           5.30          48.72          14.91           0.00           0.00           0.00           0.00           0.00          44.65          48.22
           5.40          46.40          16.22           0.00           0.00           0.00           0.00           0.00          40.39          47.86
           5.50          49.74          22.11           0.00           0.00           0.00           0.00           0.00          42.85          48.33
           5.60          48.68          33.51           0.00           0.00           0.00           0.00           0.00          42.74          48.13
           5.70          49.11          24.56           0.00           0.00           0.00           0.00           0.00          43.79          48.65
           5.80          47.28           5.78           0.00           0.00           0.00           0.00           0.00          42.73          48.58
           5.90          41.15          12.68           0.00           0.00           0.00           0.00           0.00          41.24          48.04
           6.00          40.46          27.77           0.00           0.00           0.00           0.00           0.00          45.82          47.70
           6.10          40.92          28.44           0.00           0.00           0.00           0.00           0.00          43.77          43.85
           6.20          42.15          25.71           0.00           0.00           0.00           0.00           0.00          41.27          45.47
           6.30          43.42          26.88           0.00           0.00           0.00           0.00           0.00          43.13          44.91
           6.40          42.19          11.46           0.00           0.00           0.00           0.00           0.00          45.36          46.10
           6.50          42.57          16.43           0.00           0.00           0.00           0.00           0.00          47.00          47.71
           6.60          41.70           9.48           0.00           0.00           0.00           0.00           0.00          42.73          48.58
           6.70          40.40          13.12           0.00           0.00           0.00           0.00           0.00          41.79          48.23
           6.80          43.07          24.20           0.00           0.00           0.00           0.00           0.00          42.29          48.98
           6.90          43.31          10.38           0.00           0.00           0.00           0.00           0.00          38.13          48.03
           7.00          43.04           1.33           0.00           0.00           0.00           0.00           0.00          40.65          45.77
           7.10          42.13          24.55           0.00           0.00           0.00           0.00           0.00          47.64          46.25
           7.20          42.06          22.32           0.00           0.00           0.00           0.00           0.00          46.70          45.10
           7.30          42.81          26.92           0.00           0.00           0.00           0.00           0.00          48.43          45.27
           7.40          41.36          17.84           0.00           0.00           0.00           0.00           0.00          47.16          45.89
           7.50          41.90          21.50           0.00           0.00           0.00           0.00           0.00          42.95          47.82
           7.60          41.20          29.14           0.00           0.00           0.00           0.00           0.00          46.11          47.71
           7.70          42.63          26.14           0.00           0.00           0.00           0.00           0.00          46.09          44.23
           7.80          42.58          20.60           0.00           0.00           0.00           0.00           0.00          44.93          45.29
           7.90          43.80          31.07           0.00           0.00           0.00           0.00           0.00          45.70          46.17
           8.00          45.88          34.95           0.00           0.00           0.00           0.00           0.00          44.86          46.26
           8.10          57.83          27.57           0.00           0.00           0.00           0.00           0.00          44.69          45.18
           8.20          55.20          16.66           0.00           0.00           0.00           0.00           0.00          46.80          44.94
           8.30          43.95          18.71           0.00           0.00           0.00          35.02           0.00          45.98          45.16
           8.40          43.55          27.50           0.00           0.00           0.00          38.07           0.00          48.97          44.76
           8.50          44.89          29.87           0.00           0.00           0.00          38.54           0.00          46.20          44.11
           8.60          42.67          38.11           0.00           0.00           0.00          40.06           0.00          41.31          44.49
           8.70          42.48          22.06           0.00           0.00           0.00          40.37           0.00          40.05          42.98
           8.80          43.61          20.91           0.00           0.00           0.00          40.73           0.00          40.60          44.03
           8.90          41.99          19.82           0.00           0.00           0.00          41.54           0.00          41.07          44.70
           9.00          43.11           6.25           0.00           0.00           0.00          39.67           0.00          42.34          44.41
           9.10          40.62          15.52           0.00           0.00           0.00          40.22           0.00          39.61          44.66
           9.20          42.97          31.18           0.00           0.00           0.00          40.74           0.00          36.32          45.62
           9.30          43.07          31.37           0.00           0.00           0.00          40.55           0.00          39.63          45.52
           9.40          42.05          25.00           0.00           0.00           0.00          41.13           0.00          44.13          46.14
           9.50          43.60          23.91           0.00           0.00           0.00          41.63           0.00          41.16          44.33
           9.60          44.54          20.27           0.00           0.00           0.00          41.51           0.00          39.98          44.32
           9.70          42.59          12.36           0.00           0.00           0.00          41.47           0.00          45.80          44.12
           9.80          42.86          16.10           0.00           0.00           0.00          41.55           0.00          46.06          43.03
           9.90          41.18          19.95           0.00           0.00           0.00          41.80           0.00          43.60          44.02
          10.00          44.17           8.67           0.00           0.00           0.00          41.79           0.00          47.88          43.67
          10.10          43.02          16.54           0.00           0.00           0.00          42.08           0.00          43.74          43.84
          10.20          42.32          24.74           0.00           0.00           0.00          42.12           0.00          40.54          43.73
          10.30          41.76          17.33           0.00           0.00           0.00          41.77           0.00          41.99          43.59
          10.40          42.05          27.96           0.00           0.00           0.00          41.75           0.00          43.95          41.57
          10.50          43.97          38.97           0.00           0.00           0.00          41.97           0.00          43.98          42.99
          10.60          43.63          16.56           0.00           0.00           0.00          42.01           0.00          39.78          43.56
          10.70          43.41           7.85           0.00           0.00           0.00          42.25           0.00          41.39          44.14
          10.80          44.35          26.31           0.00           0.00           0.00          42.37           0.00          39.94          44.08
          10.90          45.60          19.66           0.00           0.00           0.00          42.17           0.00          38.10          44.12
          11.00          46.58          24.82           0.00           0.00           0.00          41.91           0.00          42.07          44.18
          11.10          42.78          27.75           0.00           0.00           0.00          41.67           0.00          40.70          42.05
          11.20          41.59          32.94           0.00           0.00           0.00          41.80           0.00          40.21          42.77
          11.30          42.95          30.32           0.00           0.00           0.00          41.87           0.00          40.04          44.46
          11.40          43.02          10.72           0.00           0.00           0.00          42.03           0.00          42.41          44.87
          11.50          44.16          14.53           0.00           0.00           0.00          42.18           0.00          41.89          45.24
          11.60          42.92          14.19           0.00           0.00           0.00          41.99           0.00          45.13          45.47
          11.70          42.20          32.09           0.00           0.00           0.00          41.96           0.00          41.81          45.07
          11.80          44.68          33.83           0.00           0.00           0.00          41.78           0.00          38.39          44.24
          11.90          44.90          21.84           0.00           0.00           0.00          41.54           0.00          41.24          44.87
          12.00          42.49          17.77           0.00           0.00           0.00          41.48           0.00          40.24          44.90
          12.10          45.23           7.71           0.00           0.00           0.00          41.66           0.00          37.88          43.28
          12.20          45.15          -8.54           0.00           0.00           0.00          41.53           0.00          35.61          45.07
          12.30          42.33          29.17           0.00           0.00           0.00          40.84           0.00          37.61          41.39
          12.40          41.06          37.97           0.00           0.00           0.00          41.50           0.00          41.05          42.01
          12.50          35.81          18.78           0.00           0.00           0.00          41.03           0.00          42.04          44.31
          12.60          37.79          22.51           0.00           0.00           0.00          40.89           0.00          40.96          44.61
          12.70          42.88          35.54           0.00           0.00           0.00          40.92           0.00          35.21          44.94
          12.80          43.87          33.51           0.00           0.00           0.00          41.10           0.00          33.20          44.50
          12.90          47.66          34.36           0.00           0.00           0.00          41.25           0.00          35.96          45.44
          13.00          44.81          33.09           0.00           0.00           0.00          41.08           0.00          38.49          43.94
          13.10          44.97          26.79           0.00           0.00           0.00          42.25           0.00          35.82          43.37
          13.20          44.29          28.76           0.00           0.00           0.00           0.00           0.00          39.81          45.69
          13.30          44.36          29.58           0.00           0.00           0.00           0.00           0.00          38.40          44.20
          13.40          42.83          51.45           0.00           0.00           0.00           0.00           0.00          35.68          43.83
          13.50          45.41          43.45           0.00           0.00           0.00           0.00           0.00          37.29          44.78
          13.60          45.84          27.82           0.00           0.00           0.00           0.00           0.00          41.30          44.97
          13.70          45.76          13.33           0.00           0.00           0.00           0.00           0.00          43.21          45.47
          13.80          44.22           3.75           0.00           0.00           0.00           0.00           0.00          41.58          45.55
          13.90          45.62          30.68           0.00           0.00           0.00           0.00           0.00          40.34          44.40
          14.00          43.90          39.11           0.00           0.00           0.00           0.00           0.00          46.75          43.43
          14.10          44.68          28.73           0.00           0.00           0.00           0.00           0.00          39.84          42.92
          14.20          45.27          24.57           0.00           0.00           0.00           0.00           0.00          37.45          42.82
          14.30          43.95          17.54           0.00           0.00           0.00           0.00           0.00          41.66          41.92
          14.40          43.27          13.40           0.00           0.00           0.00           0.00           0.00          38.33          43.19
          14.50          45.24          17.54           0.00           0.00           0.00           0.00           0.00          40.99          42.90
          14.60          45.01          23.88           0.00           0.00           0.00           0.00           0.00          37.95          43.39
          14.70          43.73          13.67           0.00           0.00           0.00           0.00           0.00          42.12          44.39
          14.80          41.68          20.57           0.00           0.00           0.00           0.00           0.00          37.59          43.99
          14.90          43.01          26.82           0.00           0.00           0.00           0.00           0.00          39.75          44.62
          15.00          45.69           1.05           0.00           0.00           0.00           0.00           0.00          39.59          44.18
          15.10          43.93           0.00           0.00           0.00           0.00           0.00           0.00          34.79          45.46
          15.20          43.80           0.00           0.00           0.00           0.00           0.00           0.00          35.51          45.50
          15.30          43.55           0.00           0.00           0.00           0.00           0.00           0.00          29.44          46.19
          15.40          44.47           0.00           0.00           0.00           0.00           0.00           0.00          35.80          44.03
          15.50          45.86           0.00           0.00           0.00           0.00           0.00           0.00          40.59          44.68
          15.60          44.04           0.00           0.00           0.00           0.00           0.00           0.00          38.27          43.90
          15.70          42.41           0.00           0.00           0.00           0.00           0.00           0.00          38.59          43.34
          15.80          41.72           0.00           0.00           0.00           0.00           0.00           0.00          39.76          44.51
          15.90          44.10           0.00           0.00           0.00           0.00           0.00           0.00          37.44          43.73
          16.00          43.41           0.00           0.00           0.00           0.00           0.00           0.00          38.53          43.35
          16.10          44.06           0.00           0.00           0.00           0.00           0.00           0.00          37.47          43.87
          16.20          47.13           0.00           0.00           0.00           0.00           0.00           0.00          35.03          44.55
          16.30          44.93           0.00           0.00           0.00           0.00           0.00           0.00          35.68          44.65
          16.40          43.22           0.00           0.00           0.00           0.00           0.00           0.00          42.82          43.25
          16.50          43.65           0.00           0.00           0.00           0.00           0.00           0.00          37.47          43.90
          16.60          44.79           0.00           0.00           0.00           0.00           0.00           0.00          45.98          45.02
          16.70          42.37           0.00           0.00           0.00           0.00           0.00           0.00          46.51          44.67
          16.80          42.64           0.00           0.00           0.00           0.00           0.00           0.00          43.81          45.29
          16.90          44.22           0.00           0.00           0.00           0.00           0.00           0.00          35.49          44.54
          17.00          42.94           0.00           0.00           0.00           0.00           0.00           0.00          30.27          42.38
          17.10          43.60           0.00           0.00           0.00           0.00           0.00           0.00          31.98          44.19
          17.20          44.83           0.00           0.00           0.00           0.00           0.00           0.00          34.10          44.20
          17.30          46.32           0.00           0.00           0.00           0.00           0.00           0.00          34.70          44.83
          17.40          45.27           0.00           0.00           0.00           0.00           0.00           0.00          37.05          44.71
          17.50          44.18           0.00           0.00           0.00           0.00           0.00           0.00          35.98          45.01
          17.60          44.51           0.00           0.00           0.00           0.00           0.00           0.00          32.20          44.27
          17.70          45.24           0.00           0.00           0.00           0.00           0.00           0.00          33.70          45.50
          17.80          45.06           0.00           0.00           0.00           0.00           0.00           0.00          37.35          45.41
          17.90          43.79           0.00           0.00           0.00           0.00           0.00           0.00          42.14          46.16
          18.00          44.61           0.00           0.00           0.00           0.00           0.00           0.00          39.39          45.41
          18.10          43.02           0.00           0.00           0.00           0.00           0.00           0.00          38.83          46.51
          18.20          43.74           0.00           0.00           0.00           0.00           0.00           0.00          38.09          48.63
          18.30          44.40           0.00           0.00           0.00           0.00           0.00           0.00          33.19          46.12
          18.40          43.43           0.00           0.00           0.00           0.00           0.00           0.00          32.20          45.23
          18.50          43.24           0.00           0.00           0.00           0.00           0.00           0.00          30.22          44.96
          18.60          43.46           0.00           0.00           0.00           0.00           0.00           0.00          34.38          47.53
          18.70          44.11           0.00           0.00           0.00           0.00           0.00           0.00          42.66          46.80
          18.80          45.09           0.00           0.00           0.00           0.00          30.04           0.00          43.37          44.90
          18.90          43.93           0.00           0.00           0.00           0.00          35.66           0.00          38.11          43.42
          19.00          43.91           0.00           0.00           0.00           0.00          37.59           0.00          41.77          44.31
          19.10          46.08           0.00           0.00           0.00           0.00          37.80           0.00          37.44          44.08
          19.20          44.78           0.00           0.00           0.00           0.00          38.14           0.00          29.31          47.38
          19.30          41.32           0.00           0.00           0.00           0.00          38.74           0.00          34.46          45.99
          19.40          41.49           0.00           0.00           0.00           0.00          40.02           0.00          39.61          45.77
          19.50          43.81           0.00           0.00           0.00           0.00          39.99           0.00          41.63          43.08
          19.60          45.00           0.00           0.00           0.00           0.00          38.90           0.00          30.60          45.26
          19.70          43.44           0.00           0.00           0.00           0.00          39.16           0.00          27.14          46.04
          19.80          42.28           0.00           0.00           0.00           0.00          39.77           0.00          33.45          46.09
          19.90          44.39           0.00           0.00           0.00           0.00          39.72           0.00          32.24          47.20
          20.00          41.64           0.00           0.00           0.00           0.00          40.29           0.00          31.34          46.70
          20.10          43.70           0.00           0.00           0.00           0.00          40.45           0.00          35.01          47.00
          20.20          42.46           0.00           0.00           0.00           0.00          40.49           0.00          32.60          45.45
          20.30          43.88           0.00           0.00           0.00           0.00          40.74           0.00          38.07          44.21
          20.40          43.42           0.00           0.00           0.00           0.00          41.24           0.00          36.75          42.73
          20.50          42.95           0.00           0.00           0.00           0.00          41.32           0.00          36.70          42.05
          20.60          44.08           0.00           0.00           0.00           0.00          41.53           0.00          33.74          42.75
          20.70          45.73           0.00           0.00           0.00           0.00          41.73           0.00          30.43          42.61
          20.80          45.42           0.00           0.00           0.00           0.00          41.61           0.00          31.67          42.68
          20.90          43.40           0.00           0.00           0.00           0.00          41.81           0.00          32.82          44.37
          21.00          42.46           0.00           0.00           0.00           0.00          42.11           0.00          32.78          42.60
          21.10          43.06           0.00           0.00           0.00           0.00          42.20           0.00          31.34          45.49
          21.20          43.83           0.00           0.00           0.00           0.00          42.05           0.00          28.13          45.21
          21.30          43.16           0.00           0.00           0.00           0.00          42.16           0.00          30.52          45.85
          21.40          42.34           0.00           0.00           0.00           0.00          42.27           0.00          26.91          43.98
          21.50          43.31           0.00           0.00           0.00           0.00          42.05           0.00          29.23          43.65
          21.60          45.36           0.00           0.00           0.00           0.00          42.22           0.00          29.13          42.65
          21.70          44.22           0.00           0.00           0.00           0.00          42.31           0.00          28.45          42.29
          21.80          43.74           0.00           0.00           0.00           0.00          42.35           0.00          32.01          40.79
          21.90          45.12           0.00           0.00           0.00           0.00          42.40           0.00          28.94          41.69
          22.00          41.29           0.00           0.00           0.00           0.00          42.59           0.00          26.30          41.82
          22.10          42.12           0.00           0.00           0.00           0.00          42.78           0.00          27.52          42.74
          22.20          41.56           0.00           0.00           0.00           0.00          42.59           0.00          28.11          41.65
          22.30          41.27           0.00           0.00           0.00           0.00          42.58           0.00          30.97          41.95
          22.40          43.45           0.00           0.00           0.00           0.00          42.81           0.00          33.21          43.23
          22.50          42.91           0.00           0.00           0.00           0.00          42.80           0.00          29.12          45.36
          22.60          43.34           0.00           0.00           0.00           0.00          42.57           0.00          33.95          43.52
          22.70          44.57           0.00           0.00           0.00           0.00          42.65           0.00          35.20          42.60
          22.80          43.37           0.00           0.00           0.00           0.00          42.72           0.00          37.26          40.95
          22.90          42.19           0.00           0.00           0.00           0.00          42.77           0.00          34.19          41.24
          23.00          40.22           0.00           0.00           0.00           0.00          42.28           0.00          30.86          42.97
          23.10          40.50           0.00           0.00           0.00           0.00          42.32           0.00          33.26          42.66
          23.20          40.35           0.00           0.00           0.00           0.00          42.31           0.00          35.21          43.12
          23.30          40.69           0.00           0.00           0.00           0.00          41.97           0.00          41.51          42.17
          23.40          39.72           0.00           0.00           0.00           0.00          41.71           0.00          37.43          44.20
          23.50          40.19           0.00           0.00           0.00           0.00          41.66           0.00          32.31          43.84
          23.60          41.45           0.00           0.00           0.00           0.00          41.63           0.00          31.84          45.27
          23.70          42.09           0.00           0.00           0.00           0.00          40.43           0.00          31.51          47.71
          23.80          42.67           0.00           0.00           0.00           0.00          41.22           0.00          33.82          66.46
          23.90          42.20           0.00           0.00           0.00           0.00          41.45           0.00          34.14          70.95
          24.00          41.42           0.00           0.00           0.00           0.00          42.18           0.00          35.39          50.19
          24.10          41.35           0.00           0.00           0.00           0.00          40.92           0.00          35.93           0.00
